,store_name,address,tel,category,star,detail,visit_review,blog_review,image
1426,우리만두김밥천국,대구 동구 아양로 75,None,종합분식,4.33,None,183,8,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191205_277%2F1575521225506mvSIC_JPEG%2F-AZNkjJkqbqmV-yQm0LRVPW7.jpg
1427,불닭발 내당점,대구 서구 평리로 290,0507-1490-9957,불닭,4.22,None,53,17,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210617_101%2F1623931629927UntT6_JPEG%2FED3KEAuF76LCa7tTuJXDB55p.jpg
1428,None,None,None,None,None,None,None,None,None
1429,None,None,None,None,None,None,None,None,None
1430,오늘은모무꼬,대구 북구 동암로37길 13,None,한식,None,None,13,1,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjNfMzgg%2FMDAxNjU1OTkwMTQzMjU1.LqpLdBAEh3WKDArnV0Ji28T8lOWkHG7O5wY61Dusn5sg.S482uukK-YFbyUVj2OK0HsuHe9MBg-vbUJeSaj69VRkg.JPEG.vividy88%2F1655990134985.jpg
1431,None,None,None,None,None,None,None,None,None
1432,None,None,None,None,None,None,None,None,None
1433,None,None,None,None,None,None,None,None,None
1434,김밥매니아 효목점,대구 동구 아양로50길 99,053-959-1268,종합분식,4.13,None,43,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200207_161%2F1581056047258l9R5X_JPEG%2F29VVXdeoTXwipibP6ZZUu7w7.jpg
1435,None,None,None,None,None,None,None,None,None
1436,황소식당,대구 중구 중앙대로 434-6,053-421-9930,"백반,가정식",4.22,"돌솥정식, 육회비빔밥이 유명한 곳. 돌솥정식은 기본 반찬 가지 수가 많다. 육회비빔밥은 육회 양이 푸짐하여, 가격과 비교했을 때 꽤 괜찮다. 직접 담근 된장을 돌솥정식이나 육회비빔밥에 같이 내놓는다.",46,16,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_256%2F15882795766740PBs1_JPEG%2FKz7Dgb6_QK7rekIB106WKPBC.jpg
1437,None,None,None,None,None,None,None,None,None
1438,동아무침회,대구 서구 달구벌대로375길 11,053-552-1399,"해물,생선요리",4.25,None,99,11,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200122_87%2F1579620119721ln0I3_JPEG%2Fgr5e1ufOzz5q31ErQJ5sUGZH.jpg
1439,None,None,None,None,None,None,None,None,None
1440,None,None,None,None,None,None,None,None,None
1441,None,None,None,None,None,None,None,None,None
1442,None,None,None,None,None,None,None,None,None
1443,유끼초밥,대구 남구 중앙대로51길 34,053-625-3568,"초밥,롤",4.6,None,207,39,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200131_256%2F1580459108485EHu02_JPEG%2FHhVn4rOArc4YeF-dqrYaUa44.jpg
1444,달비골보리밥,대구 달서구 상인서로10길 38,053-634-9211,보리밥,4.56,None,143,13,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191129_99%2F1574961031371Rak0f_JPEG%2FeRqZ03_3cvYEF2YHUpTUKoeu.jpg
1445,None,None,None,None,None,None,None,None,None
1446,None,None,None,None,None,None,None,None,None
1447,None,None,None,None,None,None,None,None,None
1448,None,None,None,None,None,None,None,None,None
1449,홍춘이 본점,대구 달서구 중흥로8길 102,0507-1419-6123,중식당,4.35,None,133,8,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171011_127%2F1507721044654K2qIC_JPEG%2F1x3lwJVVqUZNXoLlif4syc7d.jpg
1450,None,None,None,None,None,None,None,None,None
1451,토종순대잔치비산점,대구 서구 달서로 140-2,053-564-5568,"순대,순댓국",None,None,7,1,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F38583709%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069376319%26md%3DmmcC97DYqWfn9W6KxS9QnuDomLI%253D
1452,미나리식육식당,대구 달성군 다사읍 부곡2길 11,053-581-0113,"육류,고기요리",4.36,None,126,6,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAyMThfMTYw%2FMDAxNjQ1MTY2MjE4MDYx.ZSCbiO_W1xVrRn-Fx_x6yXD0Omo2O5S15um0hynxrjIg.HvB8Uv31F-NjA7n0dCSorzExi4PuQT5lC_XC4Nwj8j8g.JPEG.call077%2F20220123%25A3%25DF161139.jpg
1453,전원숯불 반야월점,대구 동구 안심로 375,053-961-3888,"육류,고기요리",4.31,None,786,139,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzAxMjhfOSAg%2FMDAxNDg1NTg4NDc0ODgy.no6WdibONpHzExRC8SzksKssuk-J8D-imvYZpviJ7Hwg.j6ByWbVgjtwzLxET0mxKfpQ0Xa-T5EFyv3m3UZnbZqgg.JPEG.terantank%2F20170127_161818.jpg
1454,None,None,None,None,None,None,None,None,None
1455,돌고래식당,대구 수성구 지범로46길 12,053-781-3009,한식,4.57,None,83,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200526_122%2F159042814681961bRC_JPEG%2FoNcSZOpg19GqRM_54hLmz6Ov.jpg
1456,귀빈커피숍,대구 중구 동덕로26길 18,053-421-3646,카페,None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200623_292%2F1592883683918TqEBC_JPEG%2F7XVa4PrMtW5Ta95uL3Ynql7a.jpg
1457,화원간이역,대구 달성군 화원읍 화원로3길 4,053-643-0023,"일식튀김,꼬치",3.67,None,14,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200404_212%2F158600463640455UQg_JPEG%2FSNSK5T4jruZLblt3itd2CWRV.jpg
1458,None,None,None,None,None,None,None,None,None
1459,None,None,None,None,None,None,None,None,None
1460,방천가족족발&보쌈,대구 중구 달구벌대로446길 11,053-252-1481,"족발,보쌈",4.53,None,"1,074",715,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_218%2F1555405561960gm1JE_JPEG%2F_LA6R-Xb9nSLIPmsevNi0ikO.jpg
1461,None,None,None,None,None,None,None,None,None
1462,None,None,None,None,None,None,None,None,None
1463,산수정,대구 달성군 유가읍 유가사길 65,053-615-6700,"육류,고기요리",4.3,http://naver.me/5h09J5D1,59,48,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180806_141%2F1533531519666s49HE_JPEG%2Fjwm3bS0XxUbbZNuqFWx0gCx0.jpg
1464,장원택라이브,대구 북구 한강로6길 15,053-311-7090,라이브카페,None,None,1,1,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEyMjZfMTU0%2FMDAxNTE0MjkxNDI0OTY4.1XmwoQAn0JC-GR127v7wAd3U06yLUMX5ejglMFpgTtUg.QmFs-TL-C_IGfSIeeSMNLBnADsdr_t1IMVu91qctL48g.JPEG.3269000%2F1514291361875.jpeg
1465,None,None,None,None,None,None,None,None,None
1466,파리바게뜨 대구팔공점,대구 동구 파계로6길 32 노블하이츠,053-983-8280,베이커리,4.29,None,351,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16038772%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069447464%26md%3DqpRdYX4vQ06yDHKh1dZZVZEUfTQ%253D
1467,None,None,None,None,None,None,None,None,None
1468,None,None,None,None,None,None,None,None,None
1469,None,None,None,None,None,None,None,None,None
1470,동대구역 롯데리아,대구 동구 동대구로 550,None,햄버거,4.34,None,691,2,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAxMDFfNCAg%2FMDAxNjQxMDExOTM0NDQz.yzCq06iHK2_IM8mW1KKw7I2-CVpTah05ZcqSNzYhbUEg.pUL431YBUiMtf7lxZiOqEWm6Whb17nJ6pncujOaxsF0g.JPEG.day__2%2FIMG_2982.jpg
1471,None,None,None,None,None,None,None,None,None
1472,부메랑,대구 수성구 달구벌대로 2546,053-755-0560,요리주점,None,None,1,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_91%2F15488675583022SB7A_JPEG%2Fsyd4HTLHHZZbTMTEzz45Lp1-.jpeg.jpg
1473,부림해물손수제비 화원점,대구 달성군 화원읍 비슬로522길 10,053-633-3723,한식,4.45,None,110,11,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA4MjJfMTky%2FMDAxNjI5NTYwNjI1NTA0.oDtUR4Jl_b3x-ch8cCtnkjr_u7JIgdZQ9zF7uXIWJ8sg.6xV51x0kVHp24nis2PBfPExIyhhVbxyB-rKkcfWwDlQg.JPEG.way0693%2FIMG_2350.jpg
1474,None,None,None,None,None,None,None,None,None
1475,부산찜,대구 서구 달서천로61길 19,None,"해물,생선요리",None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1215286035%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069486082%26md%3DV%252BRRzzrcAzRhhSu1co9hM045p48%253D
1476,부산아나고,대구 서구 달서로12길 15,053-571-8740,"곱창,막창,양",4.15,None,46,3,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210415_245%2F1618493403753Io9C3_JPEG%2FgFe6UVatGRdVOu-_sw7axPLL.jpg
1477,None,None,None,None,None,None,None,None,None
1478,None,None,None,None,None,None,None,None,None
1479,None,None,None,None,None,None,None,None,None
1480,None,None,None,None,None,None,None,None,None
1481,휴아로마테라피,대구 동구 아양로 120,None,"피부,체형관리",None,None,None,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1290414605%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069509753%26md%3DPSdeYBcSLoOZ3xUi0WYE3BSWMxs%253D
1482,버거킹 대구성서이마트점,대구 달서구 이곡동로 24 이마트 성서점 1층,053-583-1332,햄버거,4.44,None,"1,910",26,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200212_18%2F1581506339914DxeTl_JPEG%2F31PxcwBzCJ1SbotGRYQFxDZk.jpeg.jpg
1483,None,None,None,None,None,None,None,None,None
1484,이가숯불갈비_이가식당,대구 동구 아양로 37-4 이가식당,053-958-7353,한식,4.34,돌솥밥 정식은 기계를 사용하지 않고 직접 돌솥으로 밥을하여 밥맛이 맛있고 10가지 반찬을 매일 신선한 재료로 만들며 어머니가 지은것 같은 집밥을 드실수 있습니다,263,19,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220511_119%2F1652257993842pDHlU_JPEG%2F20220511_165946.jpg
1485,None,None,None,None,None,None,None,None,None
1486,None,None,None,None,None,None,None,None,None
1487,초야유흥주점,대구 북구 대학로 145,053-953-1828,유흥주점,None,None,3,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F37808491%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069535242%26md%3D4C2IgVn68lPolwWw2KF0x7FMW4w%253D
1488,온정밥상,대구 중구 약령길 34,053-252-6009,한식,4.33,None,276,15,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180116_276%2F1516106148397CTIkS_JPEG%2FwxnPC3s92yYGmsNF4psybnZ9.jpg
1489,None,None,None,None,None,None,None,None,None
1490,팔공산맥,대구 북구 칠곡중앙대로 329,053-311-8445,돼지고기구이,4.34,None,590,115,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_130%2F1548863296174Exs0X_JPEG%2FmbOi0b7j2_eeMG1d-6m6Ssgk.jpg
1491,None,None,None,None,None,None,None,None,None
1492,None,None,None,None,None,None,None,None,None
1493,None,None,None,None,None,None,None,None,None
1494,None,None,None,None,None,None,None,None,None
1495,비치클럽커피 상인역점,대구 달서구 월곡로 253,0507-1439-8050,"카페,디저트",4.23,None,67,29,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170812_98%2F1502539746844DlKPW_JPEG%2Fsez8rsmY0MtxmeiYZd7c_lXS.jpg
1496,BBQ치킨 대구범물점,대구 수성구 지범로 271-1,053-784-9285,"치킨,닭강정",4.01,"안녕하세요. 고객의 행복을 키우는 BBQ입니다.

BBQ는 Best of the Best Quality (최고 품질 중에서도 최고)를 뜻합니다.
BBQ는 그 이름처럼 최고의 원재료만을 사용하여 맛은 물론 고객의 건강까지 생각합니다.
BBQ는 최고의 치킨, 맛, 건강에 좋은 치킨을 만들겠다는 일념으로 올리브유 중에서도 최고급유이자 신이 내린 선물이라 불리는 100% 엑스트라 버진 올리브유를 후라잉오일의 원료로 사용하고 있습니다.

 대한민국 대표 치킨 BBQ, 세상에서 가장 맛있고 건강한 치킨을 만들겠습니다.

BBQ는 더 풍부한 행복을 만들기 위해 고객의 입맛과 마음을 연구합니다.
BBQ가 있는 곳 어디서나 행복한 만남이 이루어집니다.

BBQ는 오늘도 고객을 이해하고, 고객의 기대에 보답하기 위해 노력하며, 모든 고객이 선택하는 브랜드가 되는 그날까지, 최상의 제품과 서비스를 드리고자 최선을 다하겠습니다.

- 세상에서 가장 맛있는 치킨, BBQ -",60,6,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210324_283%2F1616568082373ucKCl_PNG%2FVjjOfPK69mxbgvZQoQckNepr.png
1497,김밥사랑.아미앙베이커리,대구 달서구 상화로 371,053-634-0782,종합분식,4.24,None,46,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191227_289%2F1577433522136oCwmY_JPEG%2FutBNpzkkbN5jTfVYjE1mD8jE.jpg
1498,None,None,None,None,None,None,None,None,None
1499,None,None,None,None,None,None,None,None,None
1500,신통치킨 관음점,대구 북구 칠곡중앙대로95길 24,053-313-1435,"치킨,닭강정",4.31,None,129,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151019_153%2F144524432499047stX_PNG%2F166965548122740_0.png
1501,다원,대구 중구 경상감영길 98,None,"폐백,이바지음식",None,None,1,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200418_53%2F1587155879056VXSkQ_JPEG%2FieZoNx8y7jhLvHvv_nC1p1U-.jpg
1502,None,None,None,None,None,None,None,None,None
1503,None,None,None,None,None,None,None,None,None
1504,None,None,None,None,None,None,None,None,None
1505,None,None,None,None,None,None,None,None,None
1506,프린스,대구 달서구 와룡로 88,053-521-7890,단란주점,None,None,1,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16263553%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069615153%26md%3DspV4afn1KfoviTtdSi34r33z55M%253D
1507,None,None,None,None,None,None,None,None,None
1508,None,None,None,None,None,None,None,None,None
1509,None,None,None,None,None,None,None,None,None
1510,None,None,None,None,None,None,None,None,None
1511,None,None,None,None,None,None,None,None,None
1512,None,None,None,None,None,None,None,None,None
1513,None,None,None,None,None,None,None,None,None
1514,포항수산,대구 서구 통학로17길 27,None,수산물,None,None,9,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F38395434%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069643077%26md%3DA4INupFqt6EVGgRxqx6locY4fLU%253D
1515,None,None,None,None,None,None,None,None,None
1516,한샘리하우스 제이엘컴퍼니,대구 중구 달구벌대로 2038,0507-1373-0135,인테리어디자인,None,None,None,2,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210213_195%2F1613178560165EOvf7_JPEG%2FSEj_C6OHt5QUAoNMyGuab4b0.jpg
1517,None,None,None,None,None,None,None,None,None
1518,노브랜드버거 대구칠곡3지구점,대구 북구 학정로 429 1층,053-322-2004,햄버거,None,None,811,27,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220419_237%2F1650369415312F7q6u_PNG%2F200409-NBB-%25BF%25A5%25BA%25ED%25B7%25B3-%25B1%25E2%25BA%25BB%25C7%25FC-%25B3%25EB%25B6%25F5%25BB%25F6-%25C3%25D6%25C1%25BE.png
1519,None,None,None,None,None,None,None,None,None
1520,None,None,None,None,None,None,None,None,None
1521,None,None,None,None,None,None,None,None,None
1522,None,None,None,None,None,None,None,None,None
1523,None,None,None,None,None,None,None,None,None
1524,청도식당,대구 중구 중앙대로77길 43,053-256-7778,"사철,영양탕",4.16,None,141,9,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211129_156%2F1638186282145r0StR_JPEG%2F20201123_141856.jpg
1525,CGV 대구수성,대구 수성구 지범로 191 동아백화점 수성점,1544-1122,영화관,4.55,"주차요금: 영화고객 3시간 무료 주차(이후 30분:1000원 이후로 10분당 500원 입니다.
백화점 지하 3, 4, 5층 과 바로 옆 별관 주차장 이용
별관 주차장 포함하여 500여대 동시 주차 가능",536,188,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190909_31%2F1568029121469QDD5m_JPEG%2FNTQ2FVPVimOAvhpsv4omETX-.jpg
1526,None,None,None,None,None,None,None,None,None
1527,원조장보고돼지국밥,대구 달성군 현풍읍 현풍중앙로16길 16,053-611-8128,국밥,None,None,6,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1939293227%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069696164%26md%3DGloSQ%252F08Rb3F9Z1EQA7PI7oBVI8%253D
1528,통큰냉면,대구 동구 율하동로28길 54 신기메디오스,053-965-8483,냉면,4.11,None,29,24,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_46%2F15914504822543lM2g_JPEG%2FMPuQ8QljmnXzUDZZ28Zcs05l.jpeg.jpg
1529,None,None,None,None,None,None,None,None,None
1530,None,None,None,None,None,None,None,None,None
1531,None,None,None,None,None,None,None,None,None
1532,또래오래 두류광장점,대구 달서구 야외음악당로39서길 48 (두류동),053-654-8998,"치킨,닭강정",None,"또래오래(TOREORE)는 '즐거움이 있는 곳에 친구들을 초대한다'라는 의미로 생각과 행동을 함께하는 또래들이 건전한 먹거리를 함께 즐길 수 있는 문화공간이라는 의미입니다.

목우촌 또래오래는 HACCP(유해요소중점관리) 적용 사업장에서 안전하게 처리된 목우촌 닭고기를 사용하여 더욱 믿을 수 있습니다. 목우촌은 소비자들에게는 국내 축산농가에서 키운 안전한 먹거리를 제공해주고, 국내 축산농가에게는 안정적인 소비처를 확보해 줌으로써 양축 농가의 소득 증대에 기여하여 생산자와 소비자를 최대한 배려한 프랜차이즈 사업을 하고 있습니다.
목우촌 또래오래는 항상 바른 먹거리를 선도할 것을 약속 드리며, 또래오래의 좋은 치킨을 통해 재미와 감동을 드리겠습니다.

또래오래에 관심을 가지고 찾아주신 여러분들께 진심으로 감사 드리며, 그 성원을 잊지 않고 더욱더 정진하는 또래오래가 될 것을 약속드립니다.

감사합니다.",None,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200511_71%2F1589172854249wEJcB_JPEG%2Fn4u9DCBJzvtXePKXwzNCNpG2.jpg
1533,None,None,None,None,None,None,None,None,None
1534,부자메기매운탕,대구 서구 북비산로 304,053-522-7764,"매운탕,해물탕",4.41,None,17,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210622_235%2F1624373479840eK6Av_JPEG%2Ff3JbXlWjbgnM3lt-xXm90JVD.jpg
1535,김밥파는사람들,대구 서구 팔달로 170,053-351-8351,종합분식,4.13,None,220,5,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200814_283%2F1597368374806Fe7pp_JPEG%2FSH4frzqnH3WV14827CH8JS-G.jpg
1536,None,None,None,None,None,None,None,None,None
1537,None,None,None,None,None,None,None,None,None
1538,None,None,None,None,None,None,None,None,None
1539,장터숯불갈비,대구 북구 공평로 135,053-423-2008,"육류,고기요리",4.5,None,29,6,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjFfMTkz%2FMDAxNjU1Nzk3OTk2NDY0.f6KZdwGOAbzxuEyO4sUzf8ZVdDklB0eF7-a0kCaxTTYg.OEI-SLYpE7BN3C633KF1VDE6cBKW8EgCrqA0W5T40MMg.JPEG.ksn1469%2FKakaoTalk_20220621_162704848_11.jpg
1540,None,None,None,None,None,None,None,None,None
1541,귀빈노래방,대구 달서구 월배로 430,None,노래방,None,None,1,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220124_105%2F1643022785946SLeYd_JPEG%2F1DCDAD62-3EEE-421B-85E1-D1FF5CC963A4.jpeg
1542,None,None,None,None,None,None,None,None,None
1543,통통돈까스,대구 수성구 유니버시아드로 180 대구스타디움,None,한식,4.38,None,41,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F505399477%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069770336%26md%3D6rJxGrWt0qXhGoLOT9ihj6HtzzM%253D
1544,None,None,None,None,None,None,None,None,None
1545,오복코다리찜,대구 달서구 서당로7길 7 1층,0507-1349-1584,"해물,생선요리",None,None,13,None,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220209_157%2F1644380974770NFft1_JPEG%2FKakaoTalk_20220209_132822056.jpg
1546,포항수산,대구 달서구 월배로24길 13,053-637-1687,수산물,4.43,None,69,None,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F16270097%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069783792%26md%3D2gQjdIAhqaoCkZomoI%252BQ27hhhaE%253D
1547,None,None,None,None,None,None,None,None,None
1548,None,None,None,None,None,None,None,None,None
1549,None,None,None,None,None,None,None,None,None
1550,None,None,None,None,None,None,None,None,None
1551,None,None,None,None,None,None,None,None,None
1552,토마토도시락 계명대점,대구 달서구 서당로9길 37,053-593-5252,"도시락,컵밥",4.11,안녕하세요 토마토도시락 계명대점 입니다,43,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200313_290%2F1584027890243oJvC0_JPEG%2F-vmS9z5GkNsQvPisarJG2ejI.jpg
1553,푸주옥설렁탕,대구 달서구 달구벌대로 1860,053-628-8788,"곰탕,설렁탕",4.27,None,772,83,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191101_76%2F1572583402516jEs1r_JPEG%2Fhb0L8Dta3Y8_hbgbPttiNpmx.jpeg.jpg
1554,None,None,None,None,None,None,None,None,None
1555,None,None,None,None,None,None,None,None,None
1556,엄마손칼국수수제비,대구 달서구 달구벌대로 1760,053-657-4404,"칼국수,만두",4.38,None,179,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MTNfNjAg%2FMDAxNjQ5ODI2NjI3Mzk1.3YA8bOvWnguLNN1-YKWe88b3IC30gM1rb3cxPKAhU3Ag.0Bq501WMbTOSLZ7dfGbQFQKCUTMQMgOwiDA-61aYAiIg.JPEG.gmlsk10%2FIMG_8213.
1557,멕시카나치킨 대현점,대구 북구 대현로16길 9,053-943-6696,"치킨,닭강정",4.35,"[영업시간] 12:00 ~ 24:00
[배달지역] 대현동

안녕하세요.
북구 대현동에 위치한 치킨전문점 멕시카나치킨 대현점입니다.
저희 매장을 이용해 주셔서 감사합니다.
항상 좋은 맛과 친절함을 드리기 위해 많은 노력을 하고 있습니다.

앞으로도 고객님들의 관심과 사랑에 보답하기 위해
더 좋은 맛과 서비스를 제공해드릴 것을 약속드리며
최상의 맛과 친절함을 드리는 멕시카나치킨 대현점이 되겠습니다.

감사합니다.",38,4,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220307_166%2F1646617759295rQNbX_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25BE%25D5%25C0%25E5.jpg
1558,루이앤바닐라 스튜디오,대구 중구 대봉로 200-29,1600-8764,아기사진전문,None,None,2,344,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F36680714%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1658069837085%26md%3DwUiuenP6dY0VBHln%252F79JR4o9zNc%253D
