,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
15856,카페모알보알 제주점,제주 제주시 구좌읍 구좌해안로 141 카페 모알보알,010-5039-3506,"카페,디저트",4.39,"카페 모알보알
 노키즈존입니다. 중학교 1학년부터 출입가능합니다.
모알보알은 거북이 알이라는 필리핀 말로 세부섬의 한 지역명이기도 합니다.
외국인들이 한달이상 휴양하는 지역이고 한국분들에겐 다이빙과 고래상어 정어리떼 거북이 포인트등으로 알려져 있습니다.
보헤미안/모로칸/사이킥델릭 분위기에서 마당에 깔려진 카펫, 푸프, 빈백등을 이용해 한가로이 쉬어갈 수 있는 곳을 만들고 싶습니다.",1588,1287,"커피 맛집, 분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200816_251%2F1597573591031XkJ0s_JPEG%2F-dFY-7akyXMdCRyU5zgLpvwC.jpeg.jpg,2875
6816,제주 정직한돈 한림협재점,제주 제주시 한림읍 일주서로 5083 2층,0507-1352-1998,돼지고기구이,4.76,"본점에서 직접운영하는 협재 정직한돈!
제주도 청정지역에서 자란 흑돼지를 직원이 직집 고기를 구워드려 맛있게 드실수 있습니다
연탄이 아닌 참숯으로 굽기 때문에 연탄가스 걱정은 물론이고 방이랑 홀로 구분되어 있어서
어린아이를 동반하는 손님께서는 편하게 식사를 하실수있습니다!
항상 좋은 음식과 써비스로 보답하겠습니다!!",1461,1280,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20210701_169%2F16251234012829GVtB_JPEG%2F549d69df-da3b-11eb-9903-505dac8c3639_03.jpg,2741
5576,팔도수산,제주 제주시 임항로 27,064-725-1181,생선회,4.5,"제주공항근처맛집 팔도수산식당은 아침식사가 가능하고 생선구이와 전, 간장게장 등 회가 아닌 단품 메뉴를 시키더라도 푸짐하게 나오는 밑반찬이 인기인 횟집 입니다. 제주의 다양한 활어회와 갈치, 고등어, 어랭이 등의 조림메뉴, 전복뚝배기, 성게국 등의 식사메뉴가 있으며 여름철 한치물회가 인기입니다.",408,1269,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200623_195%2F15928767365235YRrr_JPEG%2F3dYmjCfbykJT6RoNFelB2Mdb.jpg,1677
6356,구좌상회,제주 제주시 조천읍 선교로 198-5 구좌상회,010-6600-6648,"카페,디저트",4.35,???골목으로 들어오시면 왼편 큰 공터 가게전용주차장에 주차 부탁드립니다.,776,1266,"디저트 맛집, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211031_93%2F1635675987800EPLoo_JPEG%2FuLPRPuLBceKT8s-LTuONmu-A.jpeg.jpg,2042
6658,천돈가 중문본점,제주 서귀포시 일주서로 873,0507-1395-7889,돼지고기구이,4.77,"제주 현지인들도 인정한 로컬 맛집

코로나 방역지침 준수
매장 방문시 마스크 착용
명부작성
손세정

단체환영 (100인석완비)
드시고 남은 고기 포장가능
쾌적하고 깔끔한 매장
환기시설!굿!도민이 인정한 로컬 맛집
넓은 주차장 (가게 옆 뒤)

천돈가 제주흑돼지근고기 전문점

제주흑돼지 근고기
 5년이란 시간동안 연구 끝에 소고기보다 부드럽고 육즙을 풍부하게 만드는 방법을 찾았습니다.
 세상에서 제을 맛있는 흑돼지임을 증명 하겠습니다.

흑돼지돈마호크
 대한민국에서 단 한곳에서만 팔고 있는 흑돼지돈마호크!
 새로 개발한 세상에 단 하나뿐인 바질소스와 함께 흑돼지 등갈비 맛을 즐겨보세요.

흑돼지 김치찌개
전라도 맛을 살려 직접 담은 김치를 묵혀 흑돼지를 풍부하게 넣고 끓인 김치찌개!
김치찌개 맛 또한 일품이라 고객님들의 평도 좋습니다

시원한 열무국수
가공식품을 싫어하는 천돈가 사장님이
열무를 직접 담아 열무국수의 풍미를 느껴 보실수 있습니다.술 해장용으로도 시원하게 드실수 있습니다!

계란찜
조미료를 넣지 않은 계란찜!
제주도 근고기집에는 계란찜이 없는 매장이 많습니다.천돈가는 다른 매장과의 차별화를 두기위해 어린 아이들도 손님이라는 것을 생각하며 계란찜을 메뉴에 넣었습니다.

모든 음식을 내 가족이 먹는 다는 생각으로 정성을 들여 만들었습니다!!",1774,1261,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210928_69%2F163280480976757xTy_JPEG%2FUN2fXgiH9tiW7Jtu0RrZmZU2.jpg,3035
5024,파리바게뜨 제주국제공항점,"제주 제주시 공항로 2 (용담이동) (용담이동 , 제주국제공항 3층)",0507-1343-0741,베이커리,4.44,파리바게뜨 PB제주공항점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,6714,1260,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220623_249%2F1655968613565ltJ69_JPEG%2F%25C6%25C4%25B8%25AE%25B9%25D9%25B0%25D4%25B6%25DF_%25C1%25A6%25C1%25D6%25B0%25F8%25C7%25D7_%25C0%25FC%25B8%25E9_%25BB%25E7%25C1%25F8.jpg,7974
2440,봉순이네흑돼지,제주 서귀포시 대정읍 영어도시로 64 1층,0507-1455-2031,돼지고기구이,4.61,"안녕하세요 오설록맛집 봉순이네흑돼지입니다. 
오설록에서의 출출함을 채워줄 흑돼지 맛집 봉순이네흑돼지로 오세요 
오전10시30분~ 저녁 11시까지 식사 가능합니다 

봉순이네 흑돼지 주변관광지로는 제주 오설록 3분, 카멜리아힐 5분, 제주 신화월드 5분거리에 위치해있습니다",2744,1259,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200625_37%2F15930677886156Ii0y_JPEG%2FDIPKN3OACxy8KvFubetY-Sfm.jpg,4003
6111,딜레탕트,제주 제주시 조천읍 신북로 144 1~2층,0507-1381-0727,"카페,디저트",4.91,"제주 조천읍 신촌리 작은 마을에 위치한 카페 딜레탕트입니다.
프랑스 가정식 요리 키슈와 다양한 디저트, 특별한 음료와 커피를 만듭니다.",457,1254,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220513_276%2F1652416757268K4vCo_JPEG%2F9D79D29C-BFE3-462C-A2B2-489CAB905E93.jpeg,1711
13625,광평도새기촌 본점,제주 제주시 애월읍 구엄동3길 64 1층,0507-1465-3318,돼지고기구이,4.69,저희 매장을 방문해주신 모든분들이 제주여행중에 즐겁고 푸짐한 전통흑돼지를 맛있게 즐기실수있도록 노력하겠습니다.-,837,1253,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160721_27%2F1469075379688ie7ei_PNG%2F176671535958519_0.png,2090
12492,청도,제주 제주시 서해안로 546,064-713-8881,"매운탕,해물탕",4.34,"제주도 제주시 용담동에 위치한 공항근처 제주도 맛집 청도 해물탕입니다.
해안도로 바로 앞이라 바다도 구경하고 얼큰하고 맛있는 해물탕도 먹고! 속 시원~한 식사 하실 수 있습니다. 
커다란 문어가 통채로 들어간 문어해물탕과 해물 뚝배기, 갈치조림, 갈치구이, 해물&도새기 샤브샤브등 메뉴도 다양합니다.
가게 내부가 넓어 단체손님도 언제든지 환영입니다. 
단체는 오시기 전 전화문의 부탁드립니다!!",262,1247,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180105_194%2F1515129300637zrMGB_JPEG%2FGqOXSaMDZd3W8T22JOKmwJjL.jpg,1509
10223,용이식당,제주 서귀포시 중앙로79번길 9 1층,064-732-7892,한정식,4.17,"안녕하세요 저희 용이식당은 제주도 서귀포시 천지동에 위치하고 있습니다. 

세월의 흔적이 고스란히 묻어 있는 시골 장터 분위기의 푸근한 음식점의 모습에서 정감이 느껴진다. 
문이랄 것도 없이 미닫이 문을 열고 들어서면 내부 역시 소박하긴 마찬가지.
이 집의 메뉴는 두루치기 단 하나로 통일된다. 
두루치기는 돼지고기를 포함한 야채나 김치를 냄비에 넣어 익혀 먹는 음식의 이름이다. 
용이식당에서 볼 수 있는 제주도의 두루치기는 얇게 썰어 양념된 돼지고기를 고추장에 버무려 파절이, 무채, 콩나물과 함께 볶는 음식이다. 
짭짤하면서도 매콤한 맛이 일품. 무채가 들어가 있어 살짝 새콤한 맛이 배어나오는 게 제주도 두루치기의 특징. 제주도산 돼지고기의 쫄깃쫄깃하고 담백한 맛과 자극적이지 않으면서 매콤한 이 집 양념 맛의 궁합은 잊을 수 없을 만큼 강한 인상을 남긴다. 
고기 외에 각종 양념과 야채는 무제한 리필이 가능하다. 넉넉한 인심과 푸짐한 음식이 용이식당의 가장 큰 매력이라 들수 있다.",1457,1244,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210902_44%2F1630572201971Jug7n_PNG%2FZvx-umv6kinNBRiNk_e82p8g.PNG.png,2701
2904,알동네집 화순점,제주 서귀포시 안덕면 화순로 6,0507-1366-0828,"육류,고기요리",4.7,"안녕하세요^^ 제주도 화순,산방산,송악산,대평리,안덕면,중문관광단지 10분~20분거리에 위치한 제주도민의 먹거리 흑돼지짜투리구이 전문점 알동네집화순점입니다. 가성비좋고 맛좋은 고기로 제공하겠습니다.",928,1243,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200331_296%2F15856387164029jsK7_JPEG%2FKakaoTalk_20200331_151855500_16.jpg,2171
11051,강정포구횟집,제주 서귀포시 말질로 274 강정포구횟집,064-739-0049,생선회,4.36,"강정포구횟집을 찾아주셔서 진심으로 감사드립니다. 
제주도 고유의 싱싱한 회를 맛보실 수 있는 저희 강정포구횟집은 자연산 활어회 전문점입니다. 

다금바리, 돌돔(갯돔), 구문쟁이(능성어), 돗돔, 벵에돔, 참돔, 광어, 히라스(방어) 등 싱싱하게 준비된 활어회의 맛으로 고객분들의 절대 미각을 만족시켜드리겠습니다.
저희 강정포구횟집은 70평 규모에 100명의 손님이 회를 드실 수 있도록 마련되어 있습니다.

고객 편의를 위해 차량 픽업과 대리비를 지원하며 전기차충전소도 이용하실 수 있습니다.

이번 제주도 여행이 즐거운 여행이 되실 수 있도록 싱싱한 회로 정성껏 준비하겠습니다. 
감사합니다.


※ 사업자등록번호 : 616-25-57844
※ 대표 : 강혜숙",242,1242,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210315_13%2F1615795996451odo3Q_JPEG%2FqttHd0EMVN4S_VrMQDxFoxcq.jpg,1484
6809,트라몬토 제주모슬포본점,제주 서귀포시 대정읍 하모항구로 38 트라몬토 제주모슬포본점,0507-1492-2900,"스파게티,파스타전문",4.86,"모슬포 항 에 위치한 제주 모슬포맛집 트라몬토 해산물파스타전문점 입니다.
해물오일 파스타는 제주산 돌문어와 각종 해산물을 이용하여 매콤함을 더해 깔끔한 맛을 내는 해물 오일 파스타입니다
특히 매운맛을 좋아 하시는분들을 위한 꽂게 크림파스타와 달콤함을 좋아하시는분들과 아이들을 위한 고등어 덮밥
그외 다양한 음식으로 맞이하고 있습니다
친절하고 제주산 신선한 해물로
만드는 파스타 드시로 오세요
무선 인터넷 또한 매장앞에 불편하지 않을정도로 큰 주자장이 있습니다
단체 손님들을 위한 넓은 테라스가 구비되어 있습니다
또한 서귀포맛집 동네에서 모슬포 맛집 동네로 유명합니다
여행 관광으로 오시면 꼭 한번씩 들리셔야 합니다.!
후회없는맛으로 드시고 가세요!!
서귀포맛집 1위는 물론 모슬포맛집 으로도 1위 !
제주도파스타 트라몬토 제주모슬포본점으로 오세요!",1989,1240,"데이트, 든든한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220504_113%2F1651663208858UEsvU_JPEG%2F1651138913610.jpg,3229
14289,오르다,제주 서귀포시 성산읍 한도로 269-37,064-783-8368,"카페,디저트",4.5,"제주 성산의 오르다 카페 & 베이커리 입니다. 

운영시간은 오전 9시 부터 오후 9시 까지이며 연중 무휴로 운영합니다. 
제주 동쪽 끝에 위치한 오르다는 우도와 성산일출봉을 좌우로 조망할 수 있는 최고의 뷰를 제공합니다. 

당신의 여행이 영화가 되는 순간, 오르다가 함께 합니다.",1713,1239,"커피 맛집, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_241%2F1575438656823yPHHy_JPEG%2F4nnc-Lgeo8gjdBoJ08zKGvOR.jpg,2952
2525,신산포구자연산횟집,제주 서귀포시 성산읍 환해장성로111번길 4,0507-1355-0853,생선회,4.35,"섭지코지에서 차량으로 15분거리 성산읍 신산포구에 위치해 있는 

[신산포구 자연산 횟집] 은 신선한 자연산 회만 취급하며, 

저렴한 회포장 서비스를 제공해 드리고있습니다. 

홀에서 드실 시 상차림 비 [인당 3,000원]으로 회를 드실 수 있습니다.

그 외 문어라면, 한치물회, 모듬물회, 해물갈비탕, 포구회셋트등 다양하게 준비되어있으니, 

찾아주시면 정성껏 모시겠습니다. 

정말 감사합니다",441,1239,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220705_71%2F1656986391574joVIq_JPEG%2FCYMERA_20220705_105906.jpg,1680
8762,흑돼지고을,제주 서귀포시 표선면 민속해안로 579,0507-1325-3983,"육류,고기요리",4.49,"흑돼지고을은 청정제주의 부위별 흑돼지와 전복, 왕새우를 함께 맛 볼수 있고,
양념흑돼지껍데기를 서비스합니다.
갈치구이, 조림등 식사 메뉴도 다양하게 있어 온가족이 즐기실 수 있습니다.
공기밥 주문시 구수한 된장찌개 서비스!!
8인 이상 픽업 서비스와 입구에서 발렛파킹 서비스도 가능하오니, 많은 이용 바랍니다.",601,1228,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180628_162%2F15301748880571mTF6_JPEG%2FALhchE_DXu4UcunjrKdD5WUG.JPG.jpg,1829
10791,도렐 제주 본점,제주 서귀포시 성산읍 동류암로 20 플레이스 내 LOVE동,0507-1437-3011,"카페,디저트",4.5,"'한 번 마시면 그 맛을 잊을 수 없다'라는 평을 듣는 바리스타 '도렐'의 커피.

신선하고 좋은 품질의 원두, 역삼투압 과정을 거쳐 순수한 H2O만 남긴 부드러운 텍스처와 청량한 맛의 물, 오랜 경력의 전문 바리스타의 기술과 노하우로 구현된 커피의 맛을 제주의 여유로움 속에서 즐기실 수 있습니다.

제주 햇살이 가득한 카페 도렐에서 바리스타들의 철학이 담긴 한 잔의 커피와 신선한 디저트를 음미하다 보면, 어느새 커피 그 이상의 문화에 젖어 들고 있는 당신을 발견할 수 있을 거예요.",1032,1219,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210118_299%2F1610931038915YSKqq_JPEG%2FivmDj-xVRdSZDkmqNqej79b5.jpeg.jpg,2251
6066,협재칼국수,제주 제주시 한림읍 협재로 3,0507-1335-8107,"칼국수,만두",4.47,"**메뉴 포장 가능
**애완견은 캐리어 속에 넣어 매장 출입 가능
(소형견만 해당)

안녕하세요:) 협재칼국수 대표 '김종인'입니다.
*인스타그램 @hj_kalguksu

모든 음식은 당일 새벽 가장 신선한 재료를 가져와 직접 손질하여 준비합니다.
천연조미료(새우가루, 황태, 버섯가루 등)을 사용하며, 내 가족이 먹는 음식만을 대접합니다.

*해물칼국수/보말칼국수/전복죽/문어 한 마리
*여름특선제주별미/한치물회
*협재해수욕장 3분 거리",2865,1216,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220313_257%2F1647162913683KH27F_JPEG%2F78A4CFE1-CB44-4D5D-AE75-05B871EF47ED.jpeg,4081
17002,허니문하우스,제주 서귀포시 칠십리로 228-13,070-4277-9922,"카페,디저트",4.45,"이제 막 사랑의 서약을 마친 젊은 연인들의 허니문 명소였던 파라다이스 호텔 '허니문하우스'가 카페로 새롭게 오픈합니다. 아름다운 유럽풍 건축물과 파노라마로 펼쳐지는 바다 경관, 최고급 원두로 맛을 낸 향긋한 커피와 직접 구워낸 베이커리와 디저트 등 다양한 메뉴까지. 오랜 추억과 달콤한 사랑이 새기어진 카페 '허니문하우스'에서 제주여행의 특별한 추억을 남겨보세요.

샌드위치 & 피자 주문 가능 시간 : 10:00 - 16:00
(재료 소진 시, 조기 마감 될 수 있습니다.)",2962,1214,"커피 맛집, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181122_234%2F1542871801692fHwzt_JPEG%2FOncSnts0wPCfidZ8SZ5EhsoZ.JPG.jpg,4176
15646,뷰스트,제주 서귀포시 안덕면 형제해안로 30,0507-1356-9272,베이커리,4.43,사계해변 바로 앞에 위치한 액자창 포토존으로 유명한 제주도 대표 카페,1954,1208,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201115_147%2F1605393723768iTJDU_JPEG%2FPGZvhvOcNs5DOJJjA2YfXGkY.jpg,3162
4323,토끼와거북이,제주 제주시 서해안로 498-6,0507-1408-4444,한식,4.4,"제주공항 근처 맛집 유명한 제주 향토음식 전문점 토끼와 거북이 입니다.
갈치조림 포함한 토끼상차림은 여러가지 제주 향토음식을 한번에 먹을 수 있어 유명하며,
전복뚝배기와 전복죽은 제주공한 근처 아침식사로 많이 찾는 메뉴입니다.
제주 용두암(용담동)과 가까우며, 제주 전통방식 그대로 음식을 정성껏 만들고 있습니다.
1박 2일에 소개 되었던 상차림 메뉴가 유명하며, 
육수를 많이 넣고 오랜 시간 끓여 모든 재료에 양념 잘 밴 갈치조림과 신선한 회와 채소가 들어간 회덮밥은 꾸준하게 많은 손님들이 찾는 스테디셀러입니다.",1104,1203,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210825_22%2F1629856835211c03xl_JPEG%2F5Q0Z2wRTVIT0TD_EUCVgBr2R.jpg,2307
1872,제주신라호텔 더 파크뷰,제주 서귀포시 중문관광로72번길 75 3층,064-735-5334,뷔페,4.77,"지중해 스타일의 라이브 키친에서
신선한 식재료로 만든 다양한 요리를 즐기며,
소중한 사람과 함께 특별한 시간을 보내시기 바랍니다.",182,1193,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220318_170%2F16475898256551aXFY_JPEG%2F%25C6%25C4%25C5%25A9%25BA%25E4_%25C0%25FC%25B0%25E63.jpg,1375
13660,제주회포장물회 횟집학개론,제주 서귀포시 대정읍 영어도시로 26,0507-1352-7002,생선회,4.77,"[물회야시장 횟집학개론]만의 10가지 매력

1. 제주산 로컬 채소, 활어를 활용한 제주스러운 맛집! 제철 식자재를 활용한 회, 탕, 튀김 등 다양한 음식을 즐길 수 있습니다.

2. 제주도 유일 살얼음 물회 전문점, 제주의 뜨거운 햇살을 싹 내려줄 시원한 물회를 맛보실 수 있습니다.

3. 포장 및 신화월드 배달 가능. 호텔에서 편안하게 식사하실 수 있습니다.

4. 카페 같은 인테리어로 넓은 홀과 샹들리에가 돋보이는 인테리어, 감성 횟집 NO.1

5. 오설록, 신화월드, 산방산, 용머리해안, 송악산, 곶자왈 등 주변 관광지가 가까운 거리에 있어 관광하고 들리기 좋은집.

6. 봄, 가을에는 고등어, 갈치, 여름에는 한치, 겨울에는 대방어 100프로 제주 자연산만을 고집하는 진정한 맛집!

7. 수족관 살균 시스템, 보이는 실내 수족관을 도입해 안전하고 위생적인 활어를 제공하며 고객님이 직접 눈으로 볼 수 있습니다.

8. 일반 횟집에서는 볼 수 없는 다양한 사이드 메뉴를 갖춘 회를 못드시는 분들도 즐길 수 있는 횟집.

9. 15대 이상 주차가 가능한 주차하기 편한 횟집!

10. 아이들이 좋아하는 메뉴가 많아 편하게 가족식사 하기 좋습니다.",643,1191,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210720_81%2F1626709885188P86Nk_JPEG%2FLWT34L3hx5mQM1pU-KHV9B7X.jpg,1834
5453,옥만이네 제주금능협재점,제주 제주시 한림읍 한림해안로 160 1층,0507-1411-0736,"해물,생선요리",4.45,"* 전 메뉴 포장 가능 합니다.

안녕하세요.
옥만이네 본점(제주금능협재점)을 운영하고 있는
양옥만 인사 드립니다.

군대에서부터 경력 30년째
맛이 없다면 팔지 않겠다는
흔하지만 맹목적인 신념으로
연구하고 요리하며 세월을 보냈습니다.

옥만이네 해물갈비찜을 사랑해주시는
많은 단골분들이 생기게 되었습니다.
감사하는 마음으로 초심을 잃지 않고
더욱 노력하며 가게 문을 엽니다.

옥만이네 3가지는 자신있게 말할 수 있습니다.

1. 30년 동안 지켜온 재료의 자부심
정말 좋은 식재료만을 눈으로 보고 선별합니다.
신선한 식재료는 맛의 핵심
옥만이네가 길게 사랑받는 이유이기도 하죠.

2. 실패를 거듭한 고유의 맛
해물과 갈비의 식감&조화를 이끌어내기 위해
수백번을 실패하고 만들어낸
옥만이네의 재산입니다.

3. 다시 찾고 싶은 푸짐함
옥만이네는 아끼고 싶지 않습니다.
긴 거리 오시는 분들 모두
아 정말 잘먹고 가는구나 라는
느낌을 받으실 수 있길 원합니다.

본점은 오전 8시부터 오픈하여,
아침 식사도 가능합니다.
혼자오셔도 환영합니다.
1인 해물갈비찜은 물론 뚝배기 탕도 있습니다.
계란후라이는 서비스 입니다.

그리고 여러분의 사랑에 힘입어
옥만이네 2호점(한라수목원점)도 운영중입니다.
옥만이네 모든 지점은 직영입니다.
한라수목원점도 많이 찾아주세요^^

부족한 점, 개선할 점은 피드백주시면
언제나 겸허히 받아드리겠습니다.
옥만이네는 여러분들의 사랑을 먹고
이만큼 성장해왔으니까요.

앞으로도 옥만이네는 정성껏 요리해
손님상에 내겠습니다.

감사합니다.",12690,1186,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201108_293%2F16048159386284dkOU_JPEG%2F19nR5tlrLgVip2NxZmVaDC3c.jpg,13876
15598,만덕이네,제주 서귀포시 표선면 서성일로 16 만덕이네,064-787-3827,"육류,고기요리",4.27,"전지척 참견시점 이영자씨가 방문해주셨습니다.
많은 응원 감사드립니다
한식대첩 우승 집 만덕이네가 이번에 tvN <칼의 전쟁> 흑팀 제주대표로 출전하게 되었습니다. 많은 응원부탁드리며 항상 음식에 정성을 담겠습니다 감사합니다.
한식대첩4 , 식객 허영만 백반기행 ,음담패썰 방송 된 맛집으로 인증 된 곳.
한식대첩4우승당시 백종원이 인정한 맛집
전국 5만개 맛집 대상
SNS리뷰어&전문가 평가단이 선정 한 제주우수 레스토랑 인증점
14회 향토음식문화 대정에서 대상
제주 성읍민속마을 근처에 있는 향토음식 전문점 만덕이네.
매콤한 갈치조림과 구수한 접짝뼈국. 전복과 제주 흑돼지가 들어가는 전복 두루치기가 인기 메뉴 입니다",1197,1176,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170718_95%2F1500338423162nq10p_JPEG%2F186668497042914_0.jpeg,2373
9966,제주어멍 통갈치,제주 제주시 서해안로 372,064-747-8288,향토음식,4.39,"제주공항 근처에 위치해 있으며, 실내에는 홀 테이블과 룸테이블이 둘다 이용가능하기 때문에 원하시는 곳 이용가능합니다. 메인메뉴인 전복돌문어통갈치조림은 해산물이 듬뿍올라가서 해산물을 좋아하시는 분들은 세트를 추천드립니다. (제주오징어 한치, 고등어회, 갈치회, 계절회등등)
우럭조림 돌문어, 전복, 제주식조림으로 제주도 콩, 우거지 들어가고 맛도 맛있고 제주도식 조림이기 때문에 향토음식을 마음껏 느낄 수 있습니다.
황게간장게장을 한번 맛보신 분들은 구매 하시고 택배요청하시는 분도 많습니다.",1399,1174,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171205_282%2F1512458124087wT990_JPEG%2FZpqBKxIQ0L37NuS-did5OJTL.JPG.jpg,2573
15463,커큐민흑돼지,제주 서귀포시 성산읍 일출로 84,064-784-5671,돼지고기구이,4.46,"멜조림에 찍어먹는 흑돼지 참숯불구이 전문점 커큐민 흑돼지 입니다.
숙성흑돼지에 12가지 종류에 정갈하구 다양한 반찬을 맛볼수 있습니다
넓은 주차장과 홀이 있어 연인 단체 가족여행 오신 고객님들은 이용하시기 편합니다",904,1173,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210317_129%2F1615966410445UH1a0_JPEG%2FnWvCpQaIoE0WslcK7MAWjtfu.JPG.jpg,2077
6283,이너프,제주 제주시 애월읍 고성8길 33 1층,0507-1495-0012,"카페,디저트",4.36,"It is good enough for today. 본관, 별관, 야외 모든 곳에서 커피와 여유를 즐길 수 있는 동화속 카페 이너프입니다.",639,1168,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181227_66%2F15459189027908ugvP_JPEG%2FpnEcNUTA6QaHRxaOfp2eVTKR.jpeg.jpg,1807
1689,우유부단,제주 제주시 한림읍 금악동길 38,064-796-2033,아이스크림,4.32,"** 매장내부가 협소하여, 사회적거리두기에 따라 내부 취식이 어려우니 양해부탁드립니다:D

너무 부드러워 끊을 수 없는 치명적인 우유카페, 우유부단입니다. (넘칠 우, 부드러울 유, 아닐 부, 끊을 단)
우유를 향한 부단한 노력이라는 이중적인 의미를 가지고 있습니다. 
 
우유부단은 국내 최대 유기농 우유 목장인 제주 성이시돌목장 내에 사진찍기 명소인 테쉬폰과 함께 위치해 있습니다. 
일반 우유 가격보다 2~3배가 넘는 유기농 우유를 활용해서
건강한 맛의 수제 아이스크림, 밀크티 등 다양한 메뉴들을 선보이고 있습니다. 

모유수유시 엄마가 먹는 음식과 건강상태가 중요하듯이, 우유도 젖소의 사료와 사육환경이 중요합니다.
성이시돌 목장은 유기농 풀을 사료로 하여, 무항생제, 무호르몬제 등 엄격한 유기농 원칙을 지키고, 넓은 초지에 방목하는 등 건강한 젓소을 기르기 위해 부단히 노력하고 있으고, 자연그대로의 깔끔한 맛의 우유를 생산하고 있습니다. 

드라이브하기 좋고 사진찍기 좋고, 건강까지 생각하는 성이시돌목장으로 아이, 가족, 연인과 함께 놀러오세요:D",4402,1167,"디저트 맛집, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210405_97%2F16176036109186mVjk_JPEG%2FiQJqPLmUm9kINBOUWaWiUdqN.jpeg.jpg,5569
