,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,tag,image
513,진주횟집,부산 남구 백운포로 39-18,051-611-3314,생선회,4.42,"백운포 에서 싱싱한 회를 맛있게 맛볼 수 있는 집. 회 이외에도 물회가 유명한데, 물회에 올라가는 육수 소스가 뛰어난 맛을 자랑한다. 매콤하면서도 달달하여 인기다. 백운포 에서 20년간 운영해오면서 백운포 에서 최초로 물회를 시작하며 많은손님들이 찾는 곳이다.
1호점 2호점을 운영중이던 진주횟집은 2017년 12월 부터 2호점을 폐업하고 본점으로 전부 이전하여 운영중입니다.",824,195,1019,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190220_164%2F1550638325817hzfab_JPEG%2FwEx_NgV1j6tYVlbNs7zSqX2x.JPG.jpg
791,포항물횟집,부산 남구 유엔평화로 15 포항물회,051-621-8288,생선회,4.37,"물회 전문점입니다. Kbs 세상의 아침에 방영되었습니다. 테이블마다 물회에 양념하는 방법이 상세하게 붙어 있지요. 물회 전문점이지만 모듬회,우럭매운탕 또한 인기가 많습니다.",785,227,1012,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200606_269%2F1591388163554xhEKc_JPEG%2FHZczDFJ3hYw118qfGjtmangx.jpeg.jpg
2921,식당정약방,부산 기장군 기장읍 반송로 1392,051-723-6767,국수,4.39,None,793,215,1008,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200718_181%2F1595029284669F3SqV_JPEG%2F4xbkdoZHnOlVvOXKIuzCxEm5.jpg
705,던킨 센텀시티홈플러스점,부산 해운대구 센텀동로 6 홈플러스센텀시티점 1층,051-747-0166,도넛,4.34,던킨 센텀시티홈플러스점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,988,13,1001,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_217%2F1441031254064EfwOk_JPEG%2F166176613129701_0.jpg
157,파리바게뜨 주례동일점,부산 사상구 백양대로494번길 7 (주례동 965-6),051-325-7016,베이커리,4.4,파리바게뜨 주례동일점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,982,2,984,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191013_183%2F157097297406538pfh_JPEG%2FlOw9yV-tDZV3VzvfFiDdG5m_.jpg
4874,영남냉면밀면,부산 서구 보수대로201번길 7,051-243-9963,냉면,4.4,"34년 전통을 자랑하는 저희 영남냉면밀면은 여러분의 성원에 보답하고자 앞으로도 더욱 맛있는 음식과 친절한 서비스로 여러분께 다가가겠습니다.
가격 정보
함흥식(비빔냉면) 보통 8,000 곱빼기 10,000 평양식(물냉면) 보통 8,000 곱빼기 10,000 밀비빔 보통 6,000 곱빼기 7,000 밀면 보통 5,500 곱빼기 6,500 만두 1인분 4,000",737,238,975,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_105%2F1441002441532ba3r0_JPEG%2F106771513573632_0.jpg
372,이흥용과자점 신세계백화점센텀시티점,부산 해운대구 센텀남대로 35 지하 1층,051-745-2038,이흥용과자점,4.5,"SINCE 1995년 부산의 작은가게에서 시작된 빵이야기
밀가루 한줌부터 소금 한톨까지 쉽게 허락하지 않고 엄선하여 고집합니다
빵을 만드는 오늘 하루도 정성을 담아 느리지만 행복한 빵을 만듭니다.

대한민국 명장 이흥용의 행복한 가게
이흥용과자점을 만나보세요",836,137,973,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191203_157%2F15753014141012bUDu_JPEG%2FwqUnCcyaWFIGK9ZUzhFUIi_J.jpg
692,모해나키친,부산 동래구 충렬대로446번길 29 1층 모해나키친,0507-1310-8823,양식,4.55,"2월 9일 수요일 새로운 장소에서 영업을 시작합니다.
새주소: 부산 동래구 안락동 144-47번지 1층
감사합니다",466,505,971,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTAxMTdfMTEw%2FMDAxNTQ3NzE3Mzg0MDY2.UW34EBdcEXAJqTzKA5OLHpUYnANg93E11UhQKDeqi10g.VnUyYOrHs-kAH9qINWLfPWgyVlJgTI9k6tdtGGasQrUg.JPEG.kryun93%2FORG_DSC02403.
938,신선식당,부산 동구 조방로49번길 13 제일상가아파트,051-631-9209,생선구이,4.28,"생선구이 정식이 주 메뉴인 식당. 찌개와 함께 갈치, 고등어, 가자미 등의 생선이 구어져 나온다. 대구탕, 게탕, 알탕 등도 즐길 수 있고 주류도 준비돼 있다. 오랫동안 운영한 가게이기에 허름하고도 편안한 분위기를 낸다.",628,336,964,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200807_298%2F1596790597743BMlOw_JPEG%2FFP5ROuIPRM-HCiYuT-L7wwFF.jpeg.jpg
2393,유정뼈다구해장국 본점,부산 연제구 고분로 184,0507-1410-2428,해장국,4.55,"저희 가족이 먹는 음식이라 생각하고 언제든 믿고 드실수 있는 
유정뼈다구해장국집이 되도록 최선을 다하겠습니다
등뼈 - 국내산
김치 - 국내산 (직접재배한 고춧가루로 담그고 있어요 ^^)
깍두기 - 국내산",335,619,954,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161105_145%2F1478332538051pi6Do_JPEG%2F177055568557340_0.jpeg
2413,달타이,부산 해운대구 달맞이길 193,051-741-1122,태국음식,0,"태국 현지의 맛을 느낄 수 있는 달맞이길의 명소 달타이 입니다.

언제든 태국을 느끼실 수 있도록 최선의 노력을 다하겠습니다.",440,500,940,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151128_48%2F1448710745107tJHbc_JPEG%2F167078606924910_0.jpeg
4541,파스쿠찌 부산남산점,부산 금정구 금샘로 351 파스쿠찌부산남산점,0507-1349-8497,카페,4.45,None,894,32,926,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211218_211%2F1639797044024Jg809_JPEG%2F20211208_195511.jpg
2964,도야지면옥 본점,부산 금정구 장전온천천로 39 도야지면옥,0507-1419-7751,한식,4.64,2011년에 동래고기국수로 오픈하여 부산땅에 고기국수를 전파하였으며 2017년에 도야지면옥으로 재탄생하여 제주도를 넘어 고기국수의 지평을 더욱 다채롭고 깊이있게 확장하고 있습니다. 사이드 메뉴인 돔베순대와 돔배수육 또한 오직 도야지면옥에서만 맛 볼 수 있는 시그니쳐메뉴로 고객님들의 사랑을 독차지 중 입니다. 늘 그랬듯이 점점 맛있어 질 도야지면옥의 충성고객님이 되어 주세요 항상 감사함을 뼈에 새기고 더 큰 충성으로 보답하겠습니다 감사합니다 ~꾸벅,564,358,922,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201117_44%2F1605597264452n2wbH_JPEG%2FnsYpQZ9qNj5v-HTYSeMX1-91.jpg
4916,더바리스트로,부산 해운대구 우동1로 43,051-747-6685,"카페,디저트",4.33,"good coffee, people, design
W e l c o m e !
충분히 멋있는 경험이 되길 바랍니다.
어서오세요 바리스트로입니다 :)",535,382,917,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201126_193%2F16063563163544w079_JPEG%2FjqN8hxr46RsbZAqG8g7bEC8O.jpg
104,범일빈대떡,부산 동구 중앙대로 519,0507-1304-0106,한식,4.49,"늘 편안한 마음으로 가족, 친구, 직장 동료와 함께, 맛있고, 즐거운 추억 만들어 보세요.",589,325,914,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20170218_170%2F14874150686357VDc0_JPEG%2FIMG_3546.jpg
816,데일리팡,부산 영도구 태종로100번길 3 1층 데일리팡 영도점,051-415-2297,베이커리,4.48,None,904,4,908,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191105_164%2F157296185193416axR_JPEG%2FelByXbsZjb7abuNU00uUWQe-.jpg
4379,바보형제쭈꾸미수영점,부산 수영구 과정로 46 2층,051-752-9291,주꾸미요리,4.42,None,630,272,902,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200912_175%2F1599881365818wwNEY_JPEG%2FTRdyTq4osVUX_VNpxMRC4o48.jpg
4363,고고커피,부산 금정구 중앙대로 1784,1544-7355,"카페,디저트",4.5,"고고커피는 커피에 대한 모든것들을 취급하는 커피 전문 유통 회사로, 최고의 커피 전문 기업으로 발전 하기위해 노력하고 있습니다.

고객과의 진정한 소통을 최우선으로 여기며, 직접 보고 느낄 수 있는 오프라인 샵 운영, 컨설팅 등 다양한 커리큘럼들을 진행하고 있으며, 고객의 입장에서 먼저생각하며, 항상 만족스러운 공간이 될 수 있도록 더욱 더 노력 하겠습니다 :)",642,256,898,커피 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220419_283%2F1650343356153h8oOv_JPEG%2FKakaoTalk_20220419_113533402_02.jpg
2302,고봉민김밥인 부산용호본점,부산 남구 신선로 566 GS하이츠자이,051-611-9557,분식,4.45,"간편해도 간소하진 않아야 하니까,
김밥은 역시, 고봉민김밥인.

바쁜 일상에서 간편하게 즐기는 김밥 한 줄,
더하거나 빼지 않아도 한 입에 먹기 편한 김밥 하나.
그러나 그 하나에 고봉민김밥인이 담은 정성은 결코 간단하지 않습니다.

잘 차려진 밥상의 따끈한 밥과 맛깔나는 반찬을 함께 먹는 한입과
국내 청정지역 김에 고슬고슬하게 지은 밥, 다채로운 재료로 채워 만든 고봉민김밥인의 김밥 한 입은 다를 바가 없기 때문입니다.
고봉민김밥인은 자연의 맛을 간직한 좋은 재료로 믿고 먹을 수 있는 안전하고 정직한 먹거리만을 만듭니다.",859,39,898,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_87%2F16448042313851HqxD_PNG%2F%25C0%25DA%25BB%25EA_1.png
4986,브론즈웨인커피,부산 해운대구 해운대해변로 332 1층,051-747-9180,카페,4.64,"커피전문점 브론즈웨인카페
※주차안내(건물바로 뒤) : 해운대구 중1동 1153-26 
좋은 재료를 사용한 음료와 디저트, 스페셜티 등급 원두로 내린 커피
넓은 주차장, 해운대 바닷가 도보 5분거리
따뜻하고 고급스러운 분위기 복잡한 도심 속 숲을 바라보며 힐링하세요",478,409,887,"데이트, 커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190619_56%2F1560933169823Fv0wa_JPEG%2FgswVqRIqdBWI7O7ZGd7Xo6_G.jpg
283,해신킹크랩,부산 부산진구 전포대로275번길 65,0507-1402-0182,킹크랩요리,4.43,"부산 도심 최대 활 대게 킹크랩 킹새우 랍스타 전문점.250석 ,부산 단체회식",577,308,885,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151120_265%2F1448009360987E00mo_JPEG%2F167067497826772_0.jpeg
1304,비스트로공작새,부산 동래구 온천천로431번길 7,0507-1341-6274,양식,4.62,온천천 카페거리의 파스타 & 피자 맛집,401,483,884,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220415_13%2F1650017616367Gc5qL_JPEG%2F1CE91655-06AA-470B-92D6-8B22967A870C.jpeg
521,장성향,부산 동구 대영로243번길 29,051-467-4496,중식당,4.06,영화 올드보이의 촬영지로 알려진 중식당입니다. 매장 내부에는 최민식 씨가 군만두를 먹고있는 영화의 장면들이 걸려있지요. 일반 군만두의 크기를 훌쩍 뛰어넘는 큼직한 군만두가 인기 메뉴입니다.,387,495,882,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160108_19%2F1452234828209v7vLW_JPEG%2F176058556367669_0.jpg
2626,소문난초량할매쭈꾸미,부산 금정구 오시게로54번길 2 가나빌라,051-515-3900,주꾸미요리,4.49,None,498,378,876,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190616_229%2F1560683418680lvNpo_JPEG%2FkQKCznW3KpdIdCDnlsySz5MK.jpg
3071,풀하우스카페,부산 기장군 일광읍 일광로 582-32 풀하우스카페,051-728-2121,떡카페,4.37,"부산 기장군 일광 신평소공원 앞에 위치한 풀하우스카페입니다.
바닐라빈을 이용하여 직접 만든 바닐라라뗴용 시럽, 생과일로 직접 담그는 레몬과 자몬청,
카카오 초콜릿을 이용하여 달지 않고 자극적이지 않은 초콜릿소스를 활용한 음료와 디저트.
카페에서 직접만든 밥알쑥인절미 한개씩 무료 서비스 해드리며 매장에서 판매 , 예약주문 및 택배도 해드립니다.
1층과 2층은 카페이며, 3층과 4층은 바닷가 전망과 신평소공원 산책길을 이용할 수 있는 펜션을 운영중 입니다.
(펜션 이용 문의 : 051-728-2121)


*.펜션 이용 고객분은 카페 전품목 30% 할인",748,124,872,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220216_199%2F164501051538558J79_JPEG%2FDSC_6130.
3494,훈이네김밥,부산 해운대구 해운대해변로209번가길 1,0507-1404-2914,김밥,4.41,"해운대그랜드호텔과 오션타워 사이에있던 훈이네 포장마차 김밥,우동이 70미터 아래 산오징어집 맞은편 건물로 이전하였습니다.
엄마의 손맛으로 추억의 김밥맛을 고수하고있는 훈이네 김밥은 항상 좋은쌀과 신선한재료로 변함없는 맛과 정성을 다하고 있습니다",661,192,853,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210402_165%2F1617350030473F5adV_JPEG%2FrUc0LQfChqLkZXExanNZ7tC1.jpg
264,오랜지바다,부산 수영구 광안해변로 245-1,0507-1324-5308,"판촉,기념품",0,"안녕하세요, 오랜지바다입니다. 2014년, 광안리 바닷가에 문을 연 오랜지바다는 지역작가, 청년작가, 마을주민, 관광객 작가가 함께 만들어가는 마을기업입니다. 다른 곳에서는 쉽게 볼 수 없는 독특한 부산 기념품으로 부산 여행을 추억해보세요.

※ 현재 내부 공사 일정 조율 중이라 따로 창작 체험 예약은 받고 있지 않으며 별도 공지가 있을 때까지 '현장 판매'로 이용하실 수 있습니다!

[내맘대로 DIY 기념품 만들기]

오랜지바다에서 광안대교를 바라보며 부산 여행과 바다를 기억하는 '내맘대로 DIY 기념품'을 만들어보세요. 모든 DIY 기념품 키트에는 메시지를 쓸 수 있는 카드와 봉투가 포함되어 있어 선물로 좋습니다.

[내맘대로 DIY를 더욱 즐겁게 즐기는 꿀팁!]

창작 전 30분 정도 자유롭게 비치코밍(beachcombing, 해변을 빗질하듯 바다 표류물을 주워 모으는 행위)을 하며 DIY 창작에 쓸 나만의 재료를 더 모으셔도 좋아요. 실내 창작 활동뿐만 아니라 부산 바다를 오감으로 경험하는 기회를 통해 혼자 혹은 가족, 친구, 연인과 함께 일상의 피로를 씻을 수 있는 시간을 마련해보세요.",533,304,837,"분위기 있는, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220208_16%2F1644281443140zz2k5_JPEG%2FKakaoTalk_20211119_121256408_05.jpg
2137,부산명물횟집,부산 중구 자갈치해안로 55,0507-1338-7617,생선회,4.14,특미는 회백반으로 광어회 한 접시에 고기뼈를 푹 고아서 만든 시원한 맑은 국과 여섯 가지 밑반찬이 나오는 회정식으로 인기가 있습니다.,398,438,836,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150925_187%2F1443162325396GwKHE_JPEG%2F166875555543541_0.jpg
4264,우돼끼리 본점,부산 동래구 명륜로129번다길 32 우돼끼리 본점,0507-1475-1164,"육류,고기요리",4.51,"동래본점
주차지원
명륜동 550-7번지 GS주차장 2시간지원
주차장안쪽 바로 가게있어요
제주 숄더렉 도끼살
국내산 명품삼겹살 
이베리코 흑돼지
명이나물 무한리필 
양념껍데기 소세지 염통구이 새우구이 해시브라운 등등 기본서비스 제공
직접담근 쌈무 및 피클 짱아치류 제공 
직접만든 각종 다양한 소스",189,644,833,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190915_98%2F1568494851501Obl4p_JPEG%2FDEzOsRYk45tw-yZZP9mLi8eR.jpg
3773,류서방짬뽕 본점,부산 금정구 수림로20번길 17 1층,051-516-8585,중식당,4.47,"퓨전짬뽕 전문점 류서방 짬뽕입니다.
한번 맛보면 꼭 다시 찾고 싶은 맛집!!
주인장이 직접 정성껏 조리하는 맛집!!
잘하는 메뉴를 더 잘하는 정직한 맛집!!
내가족이 먹는다는 철학으로 신선한 재료만을 고집하는 맛집!!!!
이용해주셔서 감사합니다.

▶배달지역 : 부곡동,장전동,구서동
▶13,000원 이상 배달가능(1회용기 사용/배달료 1,000원 추가)
▶밥 무제한 공짜(1인 1메뉴 주문시)
▶홀 전용 쿠폰제/전메뉴 포장가능",628,202,830,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191216_49%2F15764610919656I7yg_JPEG%2Ft7Yhlaox2VN-m4WymmhdxyQY.jpg
3391,수미가,부산 수영구 광남로94번길 2 광일맨션 102호,051-627-2043,중식당,4.64,한끼의 식사에도 건강과 행복을 주는 수미가는 좋은재료를 아끼지 않고 사용하며 저렴한비용으로 모임하기에도 좋습니다.,329,500,829,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161116_58%2F1479282084710cPb4C_JPEG%2F177066567142332_0.jpeg
4297,샐러디 부산서면점,부산 부산진구 중앙대로 668 1층 샐러디,0507-1357-7299,"다이어트,샐러드",4.51,"'건강한 패스트푸드, 샐러디'
합리적인 가격의 샐러드, 웜볼, 샌드위치, 랩은 물론 비건 메뉴까지! 맛있고 건강한 한 끼를 만나보세요 :)",716,102,818,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210222_100%2F1613981208370LyzEM_PNG%2FL-eQOvuY0eTwuM6j0EAapOAE.png
2465,칼질천번,부산 부산진구 골드테마길 63 칼질천번,0507-1421-7943,생선회,4.41,"싱싱하고 푸짐한 한상요리와 천번의 정성이 들어간 오징어회를 즐길수 있는 칼질천번입니다.

저희 매장은 1층과 2층으로 되어 있으며 특히 2층은 룸으로 되어 있어서 가족모임. 계모임. 회식 등이가능합니다.

고객님께서 즐거운 식사자리가 되도록 최선을 다하여 모시도록 하겠습니다.

주차장은 풍림아이원 상가 주차장을 이용하시면 테이블당 2시간 지원해 드리고 있습니다. (단 점심메뉴는 예외입니다)",534,284,818,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180616_280%2F1529121154855zwqOj_JPEG%2FUwIWL3nl9cuCuDEC1lvoh_et.jpg
3294,태광정밀,부산 부산진구 서전로47번길 42 1층 태광정밀,051-817-4048,와인,4.52,"안녕하세요 태광정밀 입니다
저희 태광정밀은 세계맥주와 여러 나라의 다양한
와인들을 20,000원 대부터 다양한 가격으로
판매하는 와인 펍입니다 언제든 편하게 찾아주세요
(안주맛집분위기맛집직원맛집)",257,560,817,"데이트, 분위기 있는, 든든한, 신나는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181029_295%2F1540754739152QtTqi_JPEG%2FeC7mgFg8woeQuBpFWoXUQPR2.jpeg.jpg
3746,투썸플레이스 부산사상점,부산 사상구 사상로 213,051-317-1199,카페,4.53,None,773,41,814,"커피 맛집, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA1MTNfMzUg%2FMDAxNTg5MzAyNTYwNjQy.0arni26zmag-wMqxZsZIFatn8seuaEF4G_ORix6YWREg.edWZTtSyGGcIWkee3akiAI2DgCYv2ZZOuZkWkklRY2Qg.JPEG.deuxkong%2F1589288384429.jpg
1454,고기굽는남자,부산 동래구 명륜로139번길 25-6,0507-1400-6031,돼지고기구이,4.58,"2010년도부터 대구에서 시작된 삼겹살 레스토랑으로 20,30대에게 가장 인지도있는 레스토랑으로 자리잡았습니다. 일반고깃집과는 다른 고급스럽고 감각적인 인테리어와 함께 가장 맛있는 고기집이기보다는 가장 행복한공간으로 기억되겠습니다",506,307,813,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220310_240%2F1646914774210DWHNG_JPEG%2FB3E6E88C-4087-43AF-8132-27245CECEEB1.jpeg
4823,홍콩반점0410 남포1호점,부산 중구 남포길 7-2,051-241-0410,중식당,4.39,None,682,129,811,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180403_288%2F1522751067539KtHpK_PNG%2FTimENC9Zp9xN1uSM1_Tr-2TR.png
4548,오공복이 전포카페거리점,부산 부산진구 전포대로209번길 17-5,051-802-7152,한식,4.58,"낮에는 밥, 밤에는 술을 파는 식당 입니다.",354,451,805,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190923_142%2F15692506528717SDli_JPEG%2FAio-8J7TlQ4-c4PTuyLnGUxB.jpg
3760,미엘과자점,부산 동래구 사직로70번길 38,051-503-8788,베이커리,4.43,None,792,9,801,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200715_139%2F1594744775787mD8SH_JPEG%2F4BxWRDcKRVU6U1kE34MScCge.jpg
1189,조마루감자탕 문현점,부산 남구 수영로 46-1,051-633-0010,감자탕,4.38,None,777,21,798,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA1MjVfNzUg%2FMDAxNTkwNDExNTcyNTIz.nm585b6I_92DowurDEzlhyzvdCkEuQCTr0pXrhBrx_sg.TSOwkilR1nSR-HtSn-mWiFA7iM11sIeNZcAE0znvMfUg.JPEG.ji1_0626%2Foutput_1636101591.jpg
3571,정가네합천돼지국밥,부산 부산진구 연수로11번길 57 전원타워빌,051-868-0071,국밥,4.48,매장 앞 주차가능,674,118,792,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190910_141%2F1568100131295NE72d_JPEG%2FosFHXa9dMLY4TDvyeoaQQhLQ.jpg
4373,김밥천국장산점,부산 해운대구 해운대로 814,051-703-4009,분식,4.33,None,768,21,789,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAzMzFfMTQ2%2FMDAxNTg1NjIwNDg1NjUx.7OO41zmy8wgc-NaGSIbh424XlrDlrLsBgCAoMbC3sIgg.izvPB5vctymUZc32Oku3m6tfqIY8dFpP2xSID5n7ERkg.JPEG.polo_903%2FDSC06410.
991,올타미스터스시 남천점,부산 수영구 남천동로108번길 15,051-612-1261,"초밥,롤",4.36,"2013년 본점 오픈이래 오랜기간 고객님들의 성원에 힘입어 긴 시간동안 꾸준히 사랑받는 초밥집이 되었습니다. 현재 [남천점][화명점][덕천점][하단점]을 본사운영아래 직영으로 관리하여 언제나 변함없는 맛과 서비스를 제공하고자 노력하고 있습니다.
꾸준한 성원과 무한한 사랑에 조금이나마 보답하고자 신선한 재료! 정직한 가격! 올바른 마음가짐!으로 변치않는 따뜻한 가슴으로 고객님께 다가가겠습니다.",474,300,774,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200220_143%2F15821872720339xyE1_JPEG%2F8mNHxyYVhx6iT0njtrH8sjAU.jpg
3965,탕화쿵푸마라탕 해운대점,부산 해운대구 해운대로 620 127호,051-746-5488,중식당,4.62,None,739,30,769,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210614_168%2F16236504471399dBP6_JPEG%2FRbwndYthrlCeBk7fdZqF0U58.jpeg.jpg
4108,호토모토 부산역점,부산 동구 중앙대로 206,070-7092-7209,"도시락,컵밥",4.3,None,734,35,769,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190626_162%2F1561515843409OITmA_JPEG%2FaivdYioNV92Ge7IauBaPfSzG.jpg
1465,산해갈비,부산 중구 광복로39번길 35,051-245-1622,"육류,고기요리",4.46,남포동(신창동) 갈비골목에 있는 역사가 오래된 갈비집이다. 얼마전에 확장을 한 집이다. 주메뉴는 돼지목살양념갈비이다. 특유의 육장에 찍어서 먹는다. 일본인 손님들도 많이 온다.,584,177,761,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200321_212%2F1584763558275BjfRG_JPEG%2FYxmAix9PDFfo0sex-GGsO7Yw.jpg
2556,도미노피자 서면점,부산 부산진구 전포대로 195,051-818-3082,피자,4.42,"드라이빙 픽업 매장
미리 주문하고 차에서 받는 드라이빙 픽업 서비스
완벽한한끼, Life Food Domino's",698,63,761,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190805_211%2F1564973506757fTup4_JPEG%2FU6XIrbRh1-XfDdLB-iTFckTt.jpg
2476,도미노피자 수영점,부산 수영구 수영로 640-1,051-754-3085,피자,4.46,"완벽한 한끼, Life Food Domino's",706,51,757,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190805_211%2F1564973506757fTup4_JPEG%2FU6XIrbRh1-XfDdLB-iTFckTt.jpg
