,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,tag,image
5169,봉이호떡,대전 동구 산내로 111 만인산자연휴양림,042-274-0700,호떡,4.37,None,1280,371,1651,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA1MTZfMjcx%2FMDAxNjUyNjg2NTEzMzAz.1mig4AC3dKJlzX8SjdU4eeU6vPFKCPdjRn5bJxPOF8gg.5Qg9ypojqGfGDpFuCDy5_2grgRRc2jViiHnvyHmk4oAg.JPEG.smym2121%2FIMG_9109.jpg
14112,와타요업,대전 서구 갈마역로25번길 9-8 1층 와타요업,010-4792-3220,일식당,4.54,텐동집,785,864,1649,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220131_251%2F1643604097512cGCCU_JPEG%2FIMG_20191219_222747_901.jpg
18429,피슈마라홍탕 대전은행점,대전 중구 중앙로156번길 40 은행타워 1층,042-331-7932,중식당,4.86,"안녕하세요? 피슈마라홍탕 대전은행점입니다.
'생활의 달인'을 통하여 소개되었던 '피슈마라홍탕'이 '대전은행점' 오픈을 통하여 여러분에게 인사드리게 되었습니다.
'한번도 안 먹어본 사람은 있지만 한 번만 먹은 사람은 없다'는 중독성 강한 요리입니다.
새로운 맛을 찾으시는 여러분에게 달인의 정성으로 보답하겠습니다.",1593,50,1643,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210419_75%2F16188070544468gnxO_JPEG%2F_liWBRy5R10qVvyijGzJfqQc.jpg
6930,슈니첼,대전 동구 철갑2길 16,070-4211-3232,"백반,가정식",4.43,None,916,723,1639,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_210%2F1578051689881ezvaJ_JPEG%2FxTseXJ-5iLKT3R9iHYNdsRoP.jpg
17879,유람,대전 유성구 도안대로 553-1 카페 유람,0507-1385-7567,브런치,0,재료소진시 조기마감될 수 있습니다!,982,649,1631,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220429_141%2F16512124758432BlbH_JPEG%2FKakaoTalk_Photo_2022-04-29-15-05-02_001.jpeg
6951,몽심,대전 대덕구 한남로38번길 28 1층,010-4459-1014,베이커리,4.91,"@_creative_mongsim 인스타그램을 꼭 확인 후 방문해주세요! 몽심은 매일매일 라인업이 조금씩 바뀌는 소규모 테이크아웃 베이커리입니다. 모든 디저트는 수제이며, 음료 테잌아웃 가능합니다.
단체주문, 답례품 문의는 매장으로 전화주시면 자세히 안내드리겠습니다.",1411,213,1624,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_28%2F1592388153886jh3cG_JPEG%2Fadg.jpg
5690,미도인 대전둔산,대전 서구 둔산로31번길 51 1층 미도인 대전둔산,042-472-9992,양식,4.42,"<미도인>

셰프의 손길로 한땀한땀 정성을 들인 미도인 만의 한정 스페셜 메뉴 '미도인 구첩 반상', 400 등심 스테이크 덮밥

부챗살 스테이크와 진한 육수로 우려낸 단호박 스프, 아지타마고의 한상 차림 '미도인 스테이크'

가정식 등심 스테이크, 트리플 스테이크, 대창 부채 스테이크, 곱창등심 스테이크, 미도인 스테이크 덮밥, 대창 덮밥, 곱창대창 덮밥, 곱창대창큐브 스테이크 덮밥

면류로는 청두사천 탄탄멘, 미도인 곱창라멘, 크루통베이컨수프파스타, 명란크림파스타, 바질크림새우파스타가 준비 되어 있고

사이드로 미도인 스카치 에그, 마리네이드 토마토 사라다, 미도인 삼대 떡볶이, 미도인 곱창 떡볶이를 선보입니다.

먹는 즐거움, 보는 즐거움으로 만족을 드리는 '미도인'입니다. 감사합니다.",1086,535,1621,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210127_253%2F1611744284909qUCjK_JPEG%2FCwROeTQkE03MqhkwpuJPpIlk.jpg
16832,KFC 노은역점,대전 유성구 은구비남로33번길 46,042-478-2002,햄버거,4.4,None,1593,22,1615,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200424_31%2F1587683882620TYKj8_JPEG%2FPtCgjFTsDP8izc2HRXdrP7Jg.jpg
16573,쌍촌본가,대전 유성구 엑스포로 244-5,042-867-5600,갈비탕,4.39,"1983년 전라도 광주의 쌍촌동 본가에서 갈비집으로 시작한 30여년의 깊은 맛을 대접합니다. 풍요로운 한 끼로 행복을 드리기 위해 쌍촌본가는 오늘도 최선을 다하겠습니다.

댁에서 안심하고 맛있게 드실 수 있도록 전메뉴 포장 판매합니다. 카운터로 문의 주세요.",1530,84,1614,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200522_23%2F1590133917109R9IXJ_JPEG%2Fm6lzO34NEcZ2gA8dkrwsfBIC.jpeg.jpg
15417,알로하녹,대전 중구 대종로521번길 29,070-7799-2368,"카페,디저트",4.44,None,731,880,1611,"야경, 데이트, 커피 맛집, 분위기 있는, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211101_94%2F1635761309020C5MrN_JPEG%2FHSKNQBcviqGxnEIsIJ7R6uEu.jpeg.jpg
4704,착한낙지유성점,대전 유성구 유성대로654번길 22,042-822-5480,낙지요리,4.34,None,1363,245,1608,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA1MDVfNDgg%2FMDAxNjUxNzE1OTU4MzA0._WCgueojXwWPn2Ltzevu1Rp9hXUpq3bzjaeDY3d0dQUg.Z4L6hq8V2UqmgG7fkRMu0Z_9G81ww7MfaUGuRg4r2Q4g.JPEG.mrblond%2FIMG%25A3%25DF20220504%25A3%25DF185241.jpg
21860,델 빠네,대전 서구 원도안로207번길 16-61,042-545-7295,"카페,디저트",4.34,"안녕하세요. 도안동 베이커리 카페 델빠네(Del pane) 입니다.

영업시간 10:00~23:00 이며 마지막 주문은 22:30 까지 가능합니다. 

반려동물의 경우 매장 및 테라스 출입 불가합니다. 
양해부탁드립니다.",1040,556,1596,"야경, 데이트, 커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201219_273%2F1608310531105LbSPn_JPEG%2Fxy1eVk2y7x_3PoHjBBqRogeD.jpg
7527,온천집,대전 동구 수향길 17 온천집,042-625-0906,한식,0,대전 대표 맛집 따끈따끈 온천집입니다. 예약문의 인스타그램 DM 부탁드립니다,908,684,1592,"분위기 있는, 든든한, 기분 전환",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190920_287%2F15689719661608DFRs_JPEG%2FIbKsw0Cf0SO6MBrJRN8YHa-p.jpg
14486,오시우커피,대전 중구 목척8길 37,042-223-3337,카페,4.54,parking : 근처 유료주차장 이용 부탁드립니다.,839,733,1572,"커피 맛집, 디저트 맛집",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200615_70%2F1592201214516aayD3_JPEG%2FOgkCK1ENw7_OCNtw5kwxpSHB.JPG.jpg
17014,크리스피크림도넛 대전복합터미널점,대전 동구 동서대로 1689,042-623-1937,도넛,4.45,None,1535,34,1569,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_203%2F1653008099518i5shn_PNG%2FKKD_%25B7%25CE%25B0%25ED_%25B4%25EB%25C1%25F6_1_%25B4%25EB%25C1%25F6_1.png
11280,뜨랑한우 노은본점,대전 유성구 노은동로75번길 48,042-822-8566,소고기구이,4.5,항상 친절함과 정성으로 고객을 모시는 뜨랑한우 입니다.연중무휴,791,776,1567,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220117_89%2F1642405434806TT1Aq_JPEG%2F3.
19161,탕화쿵푸마라탕 은행동점,대전 중구 중앙로164번길 27 2층,0507-1395-6889,중식당,4.67,None,1461,99,1560,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210426_236%2F1619413309021zS0U7_JPEG%2FKa7bUFBEWCtZhH3IW6KBZK9O.jpeg.jpg
14450,고치소사마 대전본점,대전 유성구 온천동로65번길 26 1층 2층,070-4123-1990,일식당,4.46,"저희는 전통 일본현지 방식 그대로 한국인의 입맛에 맞춘 카레, 우동, 돈부리, 돈카츠, 스시,초밥등 엄선되고 신선한 재료로 항상 손님들에게 최상의 맛을 제공해드립니다. 감사합니다.

주차 200대 가능! 주말제외",545,1001,1546,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201230_84%2F1609324569870WR8QU_JPEG%2FTxm8vQBQhMqf7n1GUaU8FhJ7.jpg
14937,또부리또,대전 유성구 궁동로 30,0507-1382-7179,"멕시코,남미음식",4.93,"네이버 검색창에 [네이버주문 우수매장]을 입력해보세요. 놀라운 일을 보실 수 있어요.

또부리또는 5년째 운영중인
국내 유일무이 부리또집입니다.

졸업생이 신입생에게 전달하는집*****",1503,40,1543,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_226%2F1656662976289Ts1BA_PNG%2FScreenshot_20220605-205352.png
4368,동원칼국수,대전 서구 청사서로54번길 11,042-484-9075,"칼국수,만두",4.34,"1995년 개업 후 둔산 선사 유적지 인근에 자리 잡은 한식당입니다. 황태 멸치 생백합 육수에 김과 쑥갓을 올려 향을 살리고 자가제면한 손칼국수와 두툼하게 자른 두부와 애호박, 양파 등의 야채를 함께 넣고 매콤한 양념에 졸여 내는 두부 두루치기가 인기이지요.",1171,371,1542,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170427_131%2F1493258623544IWvQ4_JPEG%2Fimage5.jpg
6755,도군함박,대전 서구 둔산남로9번길 51,0507-1401-4260,일식당,4.5,"도군함박은 형제가 운영하는 수제함박스테이크 전문 식당입니다.
포근하고 따스한 분위기 속에서 연인, 친구, 가족이 소중한 식사 시간을 보냈으면 하는 생각과 마음에서 시작되었습니다.
둔산동에 위치하고 있지만 큰 길가 뒤 조용한 골목에 위치하고 있는 식당입니다.
감성과 정성을 담아 맛있는 함박스테이크를 제공해 드리겠습니다.
도군함박은 예약과 유선상 선주문은 받지 않습니다. 참고 부탁드립니다.
감사합니다.",910,628,1538,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160822_226%2F1471793363214NxhRC_JPEG%2F176772405943113_0.jpeg
7909,카페크러쉬온드 둔산점,"대전 서구 대덕대로217번길 32 1층, 지하1층",0507-1404-4453,"카페,디저트",4.43,"대전 카페 크러쉬온드는 둔산점과 대흥점
2개의 지점으로 운영하고 있습니다.

28가지 다채로운 수제 디저트와
직접 로스팅한 커피가 있는 곳.
미니멀하고 모던한 인테리어,
넓고 쾌적한 공간의 편안함을
함께 누리실 수 있습니다.
저희 크러쉬온드에서 공간의 멋,
그리고 맛있는 기억을 선사할 수
있도록 정진하겠습니다.

since 2015
CRUSHOND",1054,482,1536,"커피 맛집, 디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220718_261%2F1658105330813jA486_JPEG%2FKakaoTalk_20220713_102038496.jpg
10417,써브웨이 월평선사점,대전 서구 월평북로 95 1층 103호,042-486-1363,샌드위치,4.43,None,1489,35,1524,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_82%2F1578043664049aVIC6_JPEG%2FoSo1QnUl87teoesK_lCcVLN0.jpg
7058,킨토토 대전점,대전 서구 계룡로 403,042-485-4749,일본식라면,4.45,"<킨토토> 는 대전에 본점을 둔 <마제 소바> 전문점입니다.
킨토토는 잠시 들러 한 끼 뚝딱하고
나갈 수 있는 곳이지만, 합리적인 가격, 품질 우선주의의
정성을 담은 한 끼 그리고 즉석의 묘미를 결합한 새로운
개념의 편의점 컨셉으로 풀어냈습니다.
편의점처럼 한 끼를 해결할 수 있는 곳이지만,
더 나은 음식을 제공하고자 하는 새로운 식문화를
결합한 고객이 생각하고 바라던 것을 충족시켜주는 브랜드입니다.",698,823,1521,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220304_156%2F1646362509198E8aNO_JPEG%2FA3A1B444-EABD-45D1-889A-105E1F500E14.
3955,로보쿡,대전 중구 중앙로164번길 18,042-221-5009,양식,4.35,None,1001,517,1518,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200103_263%2F1578049972638kOJwh_JPEG%2FnYSFzLx03hx0syg0bdlQYDCC.jpg
4941,왕손곱창,대전 대덕구 대화로 69,042-623-5928,"곱창,막창,양",4.47,None,1203,305,1508,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201123_128%2F16061187305668ovzT_JPEG%2F8xvV8EWd6P_ULEav_t0kUk5S.jpg
7445,슬로우브레드,대전 유성구 유성대로 1734-1,042-861-0425,베이커리,4.44,대전의 오래된 빵집 성심당 출신이 운영하는 곳. 대전에서는 괜찮은 빵집으로 손꼽히는 곳 중의 하나이다. 빵 종류가 다양하고 시식한 후에 먹을 수 있게 되어 있다. 유산균을 발효시키 저온에서 오랫동안 숙성시켜 반죽해 만드는 진정한 슬로우 브레드를 맛볼 수 있다.,1392,114,1506,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA0MjNfMjU5%2FMDAxNDkyOTM3NDk4NjA0.GqNH-3cIdtCuSVxb4d4rFqHNBA-TEQS6bJ01RQFEmE4g.BasyHYUT19OExC_yYEEl6mLEIHmH3U9zkdzVomApqpgg.JPEG.2jong22%2FIMG_0528.
9373,불티나만두찐빵,대전 대덕구 중리로76번길 18,042-623-6271,종합분식,4.35,None,1450,46,1496,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDExMDZfNCAg%2FMDAxNjA0NjQ0MTM0NDA1.mefZ5xh1XDPJ5RlPo4EFIouGb8JsBSu5qoq9UWybE7gg.OXmH9sQFuzVEiji-dGSDy-1M8OCBOPGMBlfi1WOqT2kg.JPEG.haha9563%2F1604643192385.jpg
1827,텀즈업브로,대전 서구 대덕대로220번길 20,042-489-1985,브런치,4.44,"(( 예악가능시간 - 오후 17시 이후 예약 가능합니다. ))


새로운 개념의 브런치 카페 & 다이닝 펍입니다. 한식과 양식 스타일의 핫플레이트, 그릴에 구워낸 파니니, 신개념 건강 샐러드, 특별한 소스를 베이스로 한 파스타와 리소토 등을 판매합니다. 또 맛있고 신선한 커피와 음료 그리고 여러 종류의 수입맥주를 판매합니다.",750,734,1484,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_100%2F14410885642134QVzP_JPEG%2F166457524560829_0.jpeg
14701,진주냉면 이설옥,대전 중구 대전천서로 275-1,042-274-9994,냉면,4.43,None,1251,219,1470,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210304_86%2F1614785006653w9ptS_JPEG%2FdmxPNWvqRdUq0fWCRoAxn5RG.jpeg.jpg
1512,갑동숯불민물장어,대전 유성구 갑동로 12,042-825-6665,"장어,먹장어요리",4.48,"넓은 주차장과 단체석(200석) 완비

장어뿐만아니라 전복구이,왕새우튀김등 

다양한 사이드메뉴로 자연속에서 즐기는

 여유로운 식사

남녀노소 부담없이 이용할수 있습니다",1185,258,1443,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200416_93%2F15870035977943RaJ6_JPEG%2FpkXFPYag636sbjtwdooEJI5a.jpeg.jpg
18088,도덕봉가든,대전 유성구 동서대로189번길 13,042-825-3777,오리요리,4.35,"도덕봉 가든에서는 오리를 특색 있고 영향 많게 만들어 내주고 있어 오리고기를 제대로 즐길 수 있습니다. 육질은 씹을수록 고소하고 국물은 담백하고 깨끗합니다. 저희 오리가 유명세를 타는 이유는 유황을 먹여 기른 오리이기 때문이며 전남 보성에서 직접 기른 것을 공급 받습니다. 남녀노소, 가족단위의 외식은 이제부터 도덕봉가든 입니다. 오리의 참 맛을 느낄 수 있는 저희 도덕봉가든을 향한 고객님의 많은 사랑 바랍니다. 감사합니다.",1105,337,1442,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2F20110529_160%2Fcoddaczy_13066741671162BDdw_JPEG%2FIMG_1230.jpg
17915,5.5닭갈비 유성상대동점,대전 유성구 상대동로 40 1층 5.5닭갈비,0507-1372-5558,닭갈비,4.77,"우리는 가족손님이 11년 동안 가장 많이 오는 음식점입니다. 그 이유는 아래 세가지 입니다.

1. '상대동점'은 온 가족이 함께 운영합니다.
아버지께선 아들 먹이려 농약 치지 않고 키운 상추를 드립니다.

2. 할아버지께선 60년동안 방앗간을 하셨습니다. 손자 먹이려 짜온 그것으로 볶음밥을 볶아드립니다.

비강을 찌르는 고소한 맛에 감동하실지도 모릅니다.

3. 친형제가 늘 매장을 지키며 발전을 고민합니다. 
전국 최초로 알쌈한상을 만들어 와사비쌈이 나오는 매장은 우리매장이 최초 유일합니다.



15살에 오던 아이가 25살이 되어 결혼식을 다녀왔습니다. 
하루하루 있던 일을 가게 공식 블로그에 적고있습니다.

11년차, 상대동 먹자골목에서 가장 오래된 가게로 자리잡고 있습니다.
최대 최선의 노력을 다하갰습니다. 감사합니다",1143,296,1439,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_149%2F1625654529442Y53yQ_JPEG%2FYfI3g4HGSGwPm6LMuF_GSule.jpg
8617,떡갈나무집,대전 유성구 엑스포로539번길 270,0507-1401-7196,한식,4.45,"언제나 신선한 식재료를 이용하여 최상의 서비스를 위해 노력하는 낙지요리 전문점 떡갈나무집입니다 ^^
다년간의 노하우로 손수 만든 최고 품질의 도토리 음식이 기본제공되고 신선하고 탱글탱글한 낙지로 맛을 낸 연포탕,
낙지볶음이 너무 맛있는 대전 유성구 대표 맛집입니다. 언제든 오셔서 신선하고 맛있는 도토리, 낙지요리를 즐겨보세요~",537,901,1438,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220104_21%2F1641247658010JpQXD_JPEG%2Flogo%25282021%2529naver.jpg
9545,옹심이메밀칼국수,대전 중구 계룡로904번길 19,042-536-9982,"칼국수,만두",4.41,"대전 오류동 코스트코 맞은편에서 영업하던 옹심이메밀칼국수가 대전 중구 문화동 서대전시민공원 뒤편으로 이전해 정상영업 중입니다.
항상 찾아주셔서 감사합니다.",1283,152,1435,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200102_103%2F1577929020243VVYGB_JPEG%2Fa9koHgMAZu-Ssb7wKfyMNbuA.jpg
9100,던킨 목동홈플러스점,서울 양천구 목동서로 170 (목동) 1층,02-2652-3936,도넛,4.24,던킨 목동홈플러스점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,1422,9,1431,디저트 맛집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200102_103%2F1577929020243VVYGB_JPEG%2Fa9koHgMAZu-Ssb7wKfyMNbuA.jpg
6012,바다황제,대전 중구 대흥로121번길 43 바다황제,0507-1411-5665,생선회,4.51,"바다황제만의 까다로운 원칙!!!
1. 고객의 의견을 적극 반영함에 있어 최선을 다하겠습니다.
2. 철저한 위생 관리와 신선도 관리를 최우선으로 하고 있습니다.
3. 정직, 성실, 최고의 서비스로 고객과의 신뢰를 쌓아가는데 최선을 다하겠습니다.

덕분입니다. 감사합니다.

대전맛집베스트10에 선정되는 대전대표맛집 바다황제는 믿고 찾아주시는 만큼 맛과 서비스로 보답하겠습니다. 

<메뉴소개>
바다황제의 메뉴는 메뉴판 사진을 통해 확인 하실 수 있습니다. 
그 중에서도 중요한 손님과 함께 식사하는 자리에서 접대하기 좋은 음식은 랍스타코스요리부터, 킹크랩 코스요리 등 다양한 코스요리와 해물탕과 해신탕 등 전골요리를 추천해드립니다. 

점심 특선으로는 알탕정식부터 회정식까지 준비되어있으니, 부담없이 가성비 좋은 음식으로 선택하셔도 후회 없으실 거예요.

여름보양식으로 냉면보다 더 맛있는 특별한 요리 황제 물회는 바다황제에서만 맛보실 수 있는 특별함이 있습니다. TJB 당신의 한끼 및 생생정보통 등 다양한 TV 프로에서도 소개된 바 있어, 특별한날, 특별한분께 소개하기도 좋은 음식입니다. 
바다황제가 대전의 핫플레이스로 소문난 여름 대표 음식이기도 하니, 이번 여름엔 놓치지 말고 꼭 드셔보세요

바다황제 메뉴사진은 참고 사진이므로, 실제 요리와 차이가 있을 수 있습니다. 
항상 맛있는 음식을 최상의 컨디션으로 제공해드리도록 노력하겠습니다.",764,665,1429,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161018_145%2F1476799020121Enmqg_JPEG%2F176968628679901_0.jpeg
1012,쿠우쿠우 대전점,대전 중구 중앙로156번길 16 앤비백화점 6층,0507-1440-5500,"일식,초밥뷔페",4.46,"안녕하세요. 쿠우쿠우 대전점입니다.
항상 신선한 초밥과 다양한 즐거움으로 보답하겠습니다.
많은 방문 부탁드립니다.
감사합니다.

우리들공원 주차장 2시간 무료",1228,199,1427,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220404_87%2F16490377429104JwX2_PNG%2F%25C0%25CC%25BF%25EB%25BF%25E4%25B1%25DD182324138.png
7277,도프차일드키친,대전 중구 대흥로121번길 30-3 유안 1층,0507-1325-7521,"스파게티,파스타전문",4.65,None,849,574,1423,"데이트, 분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220303_32%2F1646286569609jnzwL_JPEG%2F896A3300-9F7A-4874-B048-EA671998E6FC.jpeg
14509,한끼맛있다 은행점,대전 중구 대종로480번길 16 2층,0507-1311-8454,양식,4.36,"한식의 몸에 양식의 옷을 입힌 한끼 맛있다!
양식을 좋아하지 않던 분들도 쉽게 다가갈수있는 한국적인 맛과 정통 이탈리아 음식의 맛까지 함께 느낄 수 있습니다!
가족외식! 단체회식! 커플데이트! 친구와의 식사 모든 자리에 어울리는 음식과 분위기!
획일화된 양식에 질려있던 분들에게 새로운 선택의 기준이 될것입니다",624,795,1419,"데이트, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180801_272%2F1533102648376Qd1Q7_JPEG%2FynmUnZ2jWafVfaGe1z_td7c6.jpg
5265,미스사이공 세이점,대전 중구 계백로 1715,042-525-0420,베트남음식,4.44,None,1332,85,1417,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170706_260%2F14993014171200RXTG_JPEG%2F1498896785483142125867.jpg
