,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,image
8046,키누카누,"서울 강서구 공항대로 247 퀸즈파크나인 b103, b104호",0507-1438-9876,"일식,초밥뷔페",4.3,"!!!저희 키누카누는 절대 남은음식을 재활용하지 않습니다. !!!신선함과 청결에 대한 남다른 각오를 가지고 있는 키누카누는 떠다니는 빙산이라는 캐나다 원주민의 언어(키우)와 노로 젓는 작은 배(카누)가 결합되어 탄생한 스시 전문 뷔페 브랜드입니다.
* 일부 메뉴는 자재 수급에 따라 재료의 변경이 있을 수 있습니다.",3507,483,3990,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180328_222%2F1522215383202PnAAp_JPEG%2F049.jpg
14643,교촌치킨 서울시청점,서울 중구 세종대로18길 6,02-318-1992,"치킨,닭강정",4.38,"Real Flavor, True Story
우리의 정직한 이야기가 담긴, 정직한 맛을 소비자에게 전달하겠다는 이 슬로건은 교촌치킨이 지키고 이끌어나가야 할 약속입니다.",3945,27,3972,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_82%2F1657857803415JjzG3_JPEG%2FBI_LOGO_KYOCHON1991.jpg
4963,크리스피크림도넛 영등포점,서울 영등포구 경인로 846 영등포역사 3층,02-2164-5223,도넛,4.41,"크리스피 크림 도너츠에 대해 이야기할 때, 사람들은 보통 대표적이고 잘 알려진 오리지널 글레이즈를 말합니다. 
1930년부터 변함없는 조리법으로 만들어온 오리지널 글레이즈드 도너츠는 크리스피 크림을 특별하게 만들어 주었습니다. 
방금 나온 따뜻한 오리지널 글레이즈드 도넛을 한 번도 맛보신 적이 없다면, 지금 바로 매장으로 달려오세요! 
아침과 저녁, 하루에 두 번 Hot Light이 켜지면, 매장에서 갓 만들어진 따뜻한 도너츠가 나오고 있다는 뜻이랍니다.",3842,128,3970,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_203%2F1653008099518i5shn_PNG%2FKKD_%25B7%25CE%25B0%25ED_%25B4%25EB%25C1%25F6_1_%25B4%25EB%25C1%25F6_1.png
9500,엘림들깨수제비칼국수,서울 강북구 삼각산로 67,02-996-2583,한식,4.7,"서울 수제비 들깨칼국수 맛집 강북구 맛집. 들깨수제비로 유명한 집입니다. 

북한산 맛집으로 알려져있으며 보리밥 수육 만두 칼제비 들깨칼국수 생포장도 판매합니다.",3275,691,3966,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211004_129%2F1633286541671u5wjQ_JPEG%2F4TaAGwSwjHZQGP0ecI-BjZUy.jpg
25612,C27 가로수길점,서울 강남구 도산대로15길 39,02-544-1527,카페,4.27,"달콤하고 진한 27가지의 프리미엄 치즈케이크의 향연~
치즈가 2배! 70%의 치즈함유량을 자랑하는 진정한 오리지널 치즈케익의 맛을 보여줍니다. 
C27에서는 여자들이 사랑하는 27가지의 요소로 공간을 만들어, 사랑하는 사람과 함께하고싶은 카페를 만들었습니다.",1791,2154,3945,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190424_239%2F1556080453206DEWFB_JPEG%2FuCI2K1Tsf44Lm-7dXLkSl6lp.JPG.jpg
325,더 플라자 세븐스퀘어,서울 중구 소공로 119 더플라자 2층,02-310-7777,뷔페,4.53,"더 플라자의 올데이 다이닝 & 뷔페 레스토랑 
세븐스퀘어는 버라이어티 다이닝 컨셉으로 한식, 중식, 일식, 양식, 디저트 등 7개의 라이브 코너에서 셰프가 직접 요리하여 제공하는 라이브 메뉴를 경험하실 수 있습니다. 매번 다른 컨셉으로 코너 별 요리를 재구성하여 방문할 때마다 새로운 뷔페를 경험할 수 있는 버라이어티 다이닝을 선보입니다.",3077,834,3911,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180502_146%2F1525234446654M9b84_JPEG%2FPlaza-4.13_00139.jpg
19660,아쿠아가든카페 롯데월드타워점,서울 송파구 올림픽로 300 지하1층 아쿠아가든카페,0507-1469-8440,"카페,디저트",4.68,국내 최대 이색카페 아쿠아리움카페 입니다. 아쿠아가든카페에서 물멍~ 하시면서 힐링하세요 :),2966,842,3808,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220302_96%2F1646187833885Mln8s_JPEG%2FKakaoTalk_20220113_011300568_20.jpg
20061,JW 메리어트 동대문스퀘어 서울 BLT스테이크,서울 종로구 청계천로 279 2층,02-2276-3330,"스테이크,립",4.47,"JW 메리어트 동대문 스퀘어 서울 2층에 위치한 BLT 스테이크는 뉴욕 3대 스테이크 하우스 중 하나인 BLT 스테이크의 홍콩에 이은 아시아의 두 번째 인터내셔널 지점입니다.

부위와 육질에 맞는 베스트 컷을 통해 고기 본연의 맛을 살리는 것으로 스테이크 애호가들 사이에서 명성이 높고, 대표 메뉴인 프리미엄 드라이 에이징 스테이크는 부드러운 육질과 풍부한 육즙이 입안에서 조화를 이룹니다.

또한, 셰프의 프리미엄 컷으로 준비된 스테이크와 함께 합리적인 가격으로 주중 점심을 즐길 수 있는 비즈니스 런치 코스는 물론 다양한 컬래버레이션을 통한 풀코스 디너와 와인을 페어링 해 선사하는 와인 디너를 선보입니다.

문의 및 예약: 02.2276.3330

*마스크 미착용 시 입장이 제한됩니다.
*레스토랑 운영 및 예약 현황에 따라 좌석지정이 불가할 수 있습니다.
*인원 수에 따라 주문 부탁드립니다.
*4인 이상 예약 시 BLT 스테이크로 연락주시기 바랍니다.

[프라이빗 룸 이용 안내]
*주중 런치 80만원 상당의 메뉴 주문 또는, 주중 디너, 주말 런치 또는 디너 1백만원 상당의 메뉴 주문 시 프라이빗 룸 예약이 가능합니다.

*모든 예약은 선착순으로 진행되며, 특정좌석 지정이 불가할 수 있습니다.
*BLT 스테이크를 이용하시는 고객님들에게 보다 나은 서비스 제공을 위하여 만10세 이상의 어린이부터 출입이 가능한 점 양해 부탁드립니다.",2895,896,3791,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201103_125%2F16043953117252pBoP_JPEG%2F2020_MBV75_SELDP_BLT_BANGAWOONSTUDIO-17.jpg
11117,온더보더 타임스퀘어점,서울 영등포구 영중로 15 B112,02-2672-0682,"멕시코,남미음식",4.45,"타코, 부리또, 화이타 등의 정통 멕시칸 요리를 선보이는 멕시코 요리 전문점입니다. 즉석에서 바로 굽는 또띠아와 참나무 숯을 활용한 멕시코 전통 메스퀴트 그릴 방식의 다양한 그릴 요리를 맛볼 수 있습니다.",2697,1086,3783,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200401_216%2F1585714834108AYvqM_PNG%2Fp4KcrIj3gYC-qUVgCWxsKm5F.png
7373,갓덴스시 롯데월드몰점,서울 송파구 올림픽로 300 롯데월드몰 캐주얼동 5층,0507-1303-4519,"초밥,롤",4.46,"손에서 손으로 감동을 전하는 회전초밥의 명가, 갓덴스시 롯데월드몰점입니다. 명품 초밥의 정수를 직접 경험해보세요.",2785,992,3777,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_76%2F1628126740297IO83D_JPEG%2FXv95g0BmRnarMebWVPdzfGXz.jpg
20781,델리커리 목동41타워점,서울 양천구 목동동로 293 현대41타워 3층,0507-1444-1984,카레,4.78,"1984년 압구정에 국내에선 최초로 카레전문점으로 오픈한, 명성과 역사의 카레집입니다.
닭뼈 육수에 30여가지 특별한 재료를 넣고,
6시간동안 끓여 3일숙성하는 정성을 수십년간 지켜오고 있습니다.
프리미엄 카레와 함께 철판에 굽거나 맛있게 튀겨 취향에 따라 골라먹는 토핑으로 대만족을 드리겠습니다.
마지막 한숟가락까지 온기 가득한 카레와 함께 세상에서 가장 특별한
토핑을 파는 카레집입니다.",3459,314,3773,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220509_240%2F1652070462841CkF4l_PNG%2F%25B7%25CE%25B0%25ED.png
17033,크리스피크림도넛 잠실롯데월드몰점,서울 송파구 올림픽로 300 롯데월드타워 지하1층,02-3213-4770,도넛,4.41,None,3705,63,3768,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220520_203%2F1653008099518i5shn_PNG%2FKKD_%25B7%25CE%25B0%25ED_%25B4%25EB%25C1%25F6_1_%25B4%25EB%25C1%25F6_1.png
16739,폴바셋 용산 아이파크몰점,서울 용산구 한강대로23길 55 용산 아이파크몰 동관 6층,02-2012-0690,카페,0.0,폴바셋 용산 아이파크몰점의 스마트주문 페이지 입니다.,3682,62,3744,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160415_146%2F1460709449091EgPur_JPEG%2F176365576748534_0.jpeg
18803,감나무집기사식당,서울 마포구 연남로 25,02-325-8727,기사식당,0.0,"돼지불고기, 황태찜, 생선구이, 양념게장, 고등어김치조림, 두부찌게 등 전문.",2269,1466,3735,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_101%2F1441046235463Pftgy_JPEG%2F97052568838358_0.jpg
12283,장인닭갈비 강남점,서울 강남구 테헤란로1길 19,02-3452-3441,닭갈비,4.28,"<장인닭갈비 이전 안내>
강남의 맛집 장인닭갈비가 기존 CGV건물 뒷편에서 '11번출구 로하스애비뉴 빌딩'으로 이전했습니다.
국내산 닭과 순수 100% 모짜렐라 치즈만 사용하는 장인닭갈비
이전후에도 많은 사랑 부탁드려요~",1807,1921,3728,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161112_233%2F147894152004419V1R_PNG%2F177062583539881_0.png
20018,딘타이펑 김포롯데몰점,서울 강서구 하늘길 38 롯데몰김포공항점 B2층,0507-1307-5537,중식당,4.34,"딘타이펑은 '크고 풍요로운 솥'이라는 뜻으로 딤섬 전문 장인들이 정성을 담아 푸짐하고 맛있게 대접하고자 하는 딘타이펑의 마음을 담았습니다.

*네이버 예약은 당일예약 어렵습니다. 예약시 날짜 확인 꼭 부탁드립니다. 노쇼 3회 발생 시, 추후 예약이 불가하오니 이용에 참고 부탁드립니다.

*단체예약은 매장으로 전화주세요.",2775,944,3719,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171129_254%2F1511934386257XA8qs_JPEG%2Fimg_lottegimpo_store02.jpg
19966,큐스닭강정,서울 마포구 망원로8길 27,02-3143-5577,"치킨,닭강정",4.36,None,3223,479,3702,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190523_24%2F1558594507793tlXP0_JPEG%2Fvt9fHrpu_qjnfSNXOaG7MAzy.jpg
13065,압구정하루,서울 강남구 언주로172길 56,02-514-5557,일식당,0.0,"오픈시간 11:30 ~ 22:00 추석 및 설 명절 (당일 및 전일 이틀 휴무, 1월1일 휴무)",2136,1559,3695,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190311_26%2F15522947847236n1px_JPEG%2FXmpXUOPl1G6ywf9W2mliMSK2.jpg
11666,소와나,서울 용산구 이태원로54길 68,02-6080-8586,"육류,고기요리",0.0,"저희 매장은 100% 예약제로 진행되고 있으며, 별도 좌석 선택은 어려운점 양해부탁드립니다.

* 식사 시간은 예약 시간으로 부터 1시간 30분 입니다.

* 위치 특성상 주차 및 발렛 불가합니다.
도보 5분거리 한남동주민센터 공영주차장 또는 한강진역 공영주차장 이용 바랍니다.

* 코스 시작 전 음료 및 주류는 1인당 1잔 주문을 원칙으로 하며, 매장 이용시 참고 부탁드리겠습니다.

* 12월 24일 ~ 12월 31일까지 연말 7종set 로 메뉴 변경됩니다. 참고 바랍니다.",2655,1032,3687,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAyMDFfMjcg%2FMDAxNjEyMTYzMDQ1NTYx.1IFuCbZB72xBAbeXS1uPc4eiuJ4wRSZ1sB9x8HeLfocg.wXikvXMDu0bYSfIjFcGSVBiGG5ITiVqYXZ5B6DDt3asg.JPEG.thehw%2FFE96A0AE-8456-4F8A-ABFA-E32BCBA70799-3198-000001AEEED3F309.jpg
5046,피에프창 롯데월드몰점,서울 송파구 올림픽로 300 롯데월드몰 캐쥬얼동 5F,02-3213-4599,아시아음식,4.38,피에프창은 매일 아침 셰프들이 직접 손질한 재료와 소스로 고온의 웍 안에서 빠르게 조리하여 영양 손실을 최소화 한 건강한 메뉴를 제공합니다.,2445,1233,3678,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210129_122%2F1611881739769k1ag5_JPEG%2FJYevdzosjaRa3rASMvg2ymyr.jpg
6778,3일한우국밥,서울 영등포구 영등포로 204,02-2678-0117,국밥,4.34,None,3142,511,3653,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151218_294%2F1450415252336bj6u9_JPEG%2F167168543750282_0.jpeg
24588,매드포갈릭 영등포타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 4F 402,02-2637-3040,이탈리아음식,4.4,"시즌별 감성 테마에 마늘로 풍미를 더한 창작 메뉴, 페어링 와인을 즐길 수 있는 곳 매드포갈릭입니다.",2603,1048,3651,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210709_259%2F1625809510497cD8wt_JPEG%2F0wxPTjzaHv7K9v80zukyDZvj.jpg
18283,송림식당,서울 광진구 자양번영로 79,02-457-5473,기사식당,4.32,"300석 자리로 서울의 기사식당 중 가장 큰 규모이며, 주차 타워가 있어 한꺼번에 50여대 주차 가능합니다.",2371,1273,3644,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190809_226%2F1565283001116tdFuQ_JPEG%2Fe5IU-o2gk9IE04YjSXyt1bz9.jpg
11866,킷사서울,서울 관악구 남부순환로226길 31 2층 킷사서울,02-878-7444,일식당,4.37,"안녕하세요^^
샤로수길맛집 킷사서울입니다.

'킷사서울'은 교토의 오반자이에서 영감을 받아 다양한 일본 한상차림을 준비하였습니다.",1714,1925,3639,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190702_79%2F1562051764640ibolr_JPEG%2FJPUI77-6y3QA33HYZsjFVpnH.jpg
5642,작동홍두깨칼국수,경기 부천시 길주로560번길 63,032-679-9930,"칼국수,만두",4.29,"안녕하세요 작동 홍두깨 칼국수입니다!

친절한 서비스와 먹는 행복을 드리기 위해 항상 노력하고 있습니다.

고객 감동을 위해 전력으로 노력하는 홍두깨 칼국수가 되겠습니다!

항상 찾아주시는 고객님들께 감사하며 작동홍두깨칼국수에서 행복한 시간 보내시길 바랍니다!",3082,554,3636,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190702_79%2F1562051764640ibolr_JPEG%2FJPUI77-6y3QA33HYZsjFVpnH.jpg
28150,브라이언스커피,"서울 강남구 논현로26길 46 1,2층",0507-1339-6399,"카페,디저트",0.0,"즉각의 편리함 보다는 오감이 즐거운 공간을 지향합니다. 
편안한 인테리어와 각종 식물들, 듣기좋은 플레이리스트와 그에맞는 음향기기, 들어서는 순간 기분을 좋게하는 커피향과 디저트굽는 맛있는 향기, 그리고 결정적으로 가장 좋은 재료로 맛있게 준비하는 최고의 커피와 질리지않고 건강하고 맛있게 즐길 수 있는 최상의 식재료로 이루어진 디저트. 편안한 소파와 여유로운 테이블배치에서도 휴식을 찾을 수 있습니다.",2980,653,3633,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190520_241%2F15583204577742k3Hk_JPEG%2FWejRKjNFtch3rMIjegtUjOwF.jpeg.jpg
24688,토끼정 대학로점,서울 종로구 대학로8가길 133,0507-1386-1030,일식당,4.37,일본 가정식의 정갈함과 한식의 넉넉한 마음을 담은 패밀리 레스토랑입니다.,2779,849,3628,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_115%2F1594103417695R3pbA_PNG%2FSQD5iHKaikD5ZkjztD-7l2nb.png
25281,더백푸드트럭,서울 용산구 신흥로20길 45-1 1층,0507-1432-4448,햄버거,4.35,"안녕하세요 . 더 백 푸드트럭 입니다. 
저희 주재료는 모두 수제로 만들어 고객님께 대접해 드립니다. 
수제 베이커 ,수제햄 , 수제패티를 사용하며 
10시간 훈연한 BBQ 가 들어간 쿠바노 샌드위치와 더백버거가 메인상품입니다.
매일 매일 건강한 음식으로 찾아뵙겠습니다. ^ ^
더 백푸트럭은 케이터링 ,각종행사 ,밥차 진행하며 트럭 이동시 실시간으로 페이스북 체크인 하겠습니다.
- 2017년 3월 리뉴얼 및 영업장 이전하였습니다.
이전 가게에서 도보 30걸음입니다.
저희는 주차장이 따로 없으며 근처에 용산2가동 공영주차장을 
이용 부탁드리며 , 가급적 대중교통 이용부탁드립니다.
-21:00시 부터는 모든 버거 주방은 마감이 되오며 ,21:00 이후는
 와인 및 비어 플레이트만 주문이 가능합니다.
-2017년부터 휴무없이 운영됩니다.
 rooftop 12:00 ~ 22:00 (주거지역으로 주민들께 불편함을 드리지않게 양해부탁드립니다)
페이스북 - https://www.facebook.com/the100foodtruck",1764,1859,3623,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160602_232%2F1464870197728jjw0r_JPEG%2F36473368_01.jpg
9318,딤딤섬 파르나스몰점,서울 강남구 테헤란로 521 파르나스몰 지하 1층,0507-1478-3999,"딤섬,중식만두",4.32,"오리지널 홍콩 맛집, 딤딤섬. 다양한 딤섬과 광동식 바베큐 본토의 맛을 한국에서 즐겨보세요.",2486,1129,3615,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201203_279%2F1606954551424YjmnB_JPEG%2F2pv9kMZnsI-s0jnIQHmmKQOH.jpg
15705,듀자미,서울 강남구 도산대로11길 28,02-3443-0030,카페,4.29,르 꼬르동 블루 출신의 셰프가 프랑스 케이크를 선보이는 카페입니다.,2233,1370,3603,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170829_175%2F150397030460530SfP_JPEG%2FmREqxnsW05Mck4kI7yr6IqUG.jpg
1896,또순이원조순대 본점,서울 관악구 신림로59길 14,0507-1400-7565,"순대,순댓국",4.14,"오늘의 순대타운 주역 
또순이 아줌마 의 진짜 원조 순대 볶음을 
어디서나 맛볼수 있는 기회!

택배 및 배달 주문
네이버 스마트 스토어 
m.smartstore.naver.com/sillimdongddosooni

40년째 음식을 향한 정직함과 
정성을 담은 한결같은 맛 

앞으로는 언제어디서든 맛보시길 바랍니다.

KBS 이것이 인생이다
KBS 생방송 톡톡 맛있는 TV 
SBS 해결 돈이보인다 
KBS 체험 삶의 현장 
SBS 생방송 투데이 
MBC 궁민남편
신림동 순대축제 등 

많은 매스컴과 방송에 소개된 유명 맛집
역사와 추억을 가지고 매스컴에서도 
인정한 맛집인 신림동 또순이 원조 순대",2413,1189,3602,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190620_40%2F1561004941422E439U_JPEG%2F3-6.jpg
24800,망향비빔국수 강서점,서울 강서구 양천로 720 유동빌딩1층 망향비빔국수강서점(염창역1번출구 400m),02-2659-6599,국수,0.0,새콤 달콤한 어머니 손맛이 그리울때 강서맛집 망향비빔국수로 오세요,3210,384,3594,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190428_83%2F15564073941097WqcU_JPEG%2FL3ajiJcGJGDaRZ-I-Hz8JNXs.jpg
2919,아델라베일리,서울 종로구 북악산로 48,0507-1339-0707,이탈리아음식,4.32,"서울 최고의 테라스와 아름다운 뷰
최상의 음식과 서비스를 제공하겠습니다

각종모임, 스몰웨딩, 갤러리, 돌잔치",2770,811,3581,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220303_149%2F1646280837708unLTN_JPEG%2FScreenshot_20220303-131348_Messages.jpg
7135,체부동잔치집,서울 종로구 자하문로1길 16,02-730-5420,국수,4.37,"저희 업소는 경복궁역 2번출구 앞에 있는 세종마을음식문화거리(먹자골목) 내에
위치하고 있으며 한국사람이라면 누구나 좋아하는 전과 면, 무침 종류 음식을 
다양하게 구비하고 있고 이 때문에 남여노소/각계각층에 종사하는 분들이 
단골고객을 이루고 있습니다.
특히 들깨칼국수는 서울시민이 뽑은 맛있는 칼국수 5대천왕에 선정되었습니다
(네이버에서 검색 가능)
2호점은 통인시장(종로구 통인동)에 위치하고 전/면류 음식 외에도 다양한 
수제만두를 즉석에서 만들어 제공하고 있습니다. 
단체석도 구비되어 있으며 최대수용인원이 50인이고 예약도 가능합니다. 
영업시간은 아침 11시부터 새벽 1시 입니다",2253,1325,3578,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151104_274%2F1446622969526fOEdk_JPEG%2F167054567267934_0.jpg
21056,KFC 광화문점,서울 종로구 세종대로23길 7,02-738-9870,햄버거,4.31,None,3505,69,3574,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_252%2F1441044379200UD3jt_GIF%2F11808181_0.g
300,금강산,서울 송파구 올림픽로43길 88 서울아산병원 동관 지하1층,02-3010-6191,한식,4.23,None,3547,17,3564,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_83%2F1441003636583nAFs7_JPEG%2F96973504829152_0.jpg
11111,닥터로빈 광화문점,서울 종로구 종로3길 17 D-타워 5층,02-2039-3166,이탈리아음식,4.42,"★★닥터로빈 Special★★
[NO Sugar]
닥터로빈은 설탕없이, 0kcal “천연 스테비아”를 사용하여 맛있으면서도 칼로리 부담을 낮추었습니다.

[NO Butter]
닥터로빈은 버터없이 ‘無콜레스테롤 식물성 크림’과 ‘100% 국내산 콩’을 갈아 크림소스를 직접 만듭니다.

[NO MSG]
닥터로빈은 조미료를 사용하지 않고 신선한 국내산 식재료와 무항생제 달걀, 100% 친환경 현미와 슈퍼곡물을 넣어 만든 피자도우를 사용합니다.

[NO Fry]
모든 메뉴를 튀기지 않고 건강하게 조리하며 Organic Extra virgin olive oil을 사용합니다.",2728,832,3560,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191029_194%2F1572332415627aIbrW_PNG%2FJLnzRNdpz5PILzUagM39vREg.png
11927,청와옥 석촌호수직영점,서울 송파구 삼학사로 96,0507-1388-0550,"순대,순댓국",4.49,"국내산 생돈두, 신안 청정 천일염, 밥맛 좋은 신동진쌀, 매일 담그는 무생채 깍두기 까지 인생을 담아 뜨겁게 준비하여 든든한 밥집으로 만족을 드리도록 하겠습니다. 
방문 하실 때 여러 방면으로 오실 수 있으니 아래 내용 참고하여 방문해주시면 감사하겠습니다.
송파구 석촌호수 가까운 부근에 위치해 있으며 지하철 9호선 이용시 석촌고분역 2번출구, 지하철 2호선 이용시 잠실역 4번,3번출구 또는 잠실새내역 2번,3번출구로 나와서 오시는 방법들이 있습니다. 또한 송리단길과 가까운 거리에 위치해 있습니다.",2731,826,3557,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_293%2F1575617172492lIvHs_JPEG%2FinaxQV5w0E_BUoXZbgXBXmK-.JPG.jpg
8955,올리브영 시청역점,서울 중구 세종대로16길 1,02-3789-5240,드럭스토어,4.39,"※ 코로나19 이슈로 인해 매장 별 영업시간이 일부 상이 할 수 있으니 양해 부탁드립니다.
 코로나 재난지원금 사용처 확인은 올리브영 홈페이지에서 매장 검색 또는 국민지원금,kr 사이트로 확인 부탁드립니다.
 - PC: [올리브영 홈페이지]- 상단 메뉴 [매장 검색]
 - 모바일: [올리브영 App]- 하단 메뉴 첫 번째 [카테고리 안내]- 하단 메뉴 [매장 안내]",3488,65,3553,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_77%2F1600147046323Yq87G_JPEG%2FvWy5iC9upShfMDfJx15eerKC.JPG.jpg
12493,그릭데이 경희대점,서울 동대문구 회기로23가길 22 1층 그릭데이,070-8839-6299,"카페,디저트",4.86,건강과 신뢰를 담은 수제 그릭요거트 전문점 그릭데이 경희대점입니다. 국내산 1등급A 원유와 복합 유산균만으로 그릭요거트를 제조하고 있습니다. 당일 들어오는 신선한 생과일과 다양한 토핑류와 함께 제공합니다.,3424,125,3549,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211217_167%2F1639704887549GdMpM_PNG%2FKakaoTalk_20211203_142613956.png
18826,올드문래,서울 영등포구 도림로 433-6,010-6259-4336,"맥주,호프",4.46,"문래동에 위치한 올드문래 라고 합니다.
일제시대에 지어진 목조건물을 수리하여 낮에는 카페. 5시 이후에는 수제맥주펍으로 운영됩니다.
14가지의 국내외 수제맥주를 판매하고 있으며. 소세지.치킨.피시앤칩스. 포테이토 프라이즈. 나쵸등이 안주로 준비되어 있습니다.",1803,1744,3547,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170706_74%2F1499300169677ogll7_JPEG%2F1493812319657.jpg
